word.concentration.1	word.concentration.2	word.concentration.3	word.concentration.4	word.concentration.5	word.concentration.6	word.concentration.7	word.concentration.8	word.concentration.9	word.concentration.10	
9.997020803812221246e+00 9.972757084976050734e+00 9.613714236549975922e+00 9.686315006687372886e+00 9.996008035158279625e+00 8.870097319495211963e+00 9.723703250460150826e+00 9.756155837834393552e+00 9.804541076592217408e+00 9.310372416814875152e+00
9.910830562793565335e+00 9.918305928720460685e+00 9.952757193421394533e+00 9.774529452925417417e+00 9.549453165251717834e+00 9.163144634104561703e+00 9.825826244281010702e+00 9.913594247997821185e+00 8.929638150077806813e+00 8.850744795217941885e+00
9.959784837550786918e+00 9.981660362702031719e+00 9.940434179196765641e+00 9.722836135160296323e+00 9.602511078897816077e+00 7.881717793173695696e+00 9.940538228446966329e+00 9.973239718816651944e+00 7.719312081308900453e+00 7.885994981753864153e+00
9.986711187282887536e+00 9.922575231229309622e+00 9.729738903849279197e+00 9.760480152066836723e+00 9.777607473146016304e+00 8.672871187828715023e+00 9.991552541453293301e+00 9.928475288996295944e+00 9.882934260519665060e+00 8.428076515478922559e+00
9.943946746142637849e+00 9.975009307227741928e+00 9.924052626526437493e+00 9.403410084201315300e+00 9.994923473818309034e+00 8.901638207864175811e+00 9.999853594609064089e+00 9.825574598780656643e+00 8.915420922710081797e+00 9.618023220734553291e+00
9.948086949705043480e+00 9.948670197740488774e+00 9.776063235256955863e+00 9.902550119572605780e+00 9.829450527398634563e+00 8.746298225104883528e+00 9.993086671450651437e+00 9.899889773285382333e+00 9.638677444145375972e+00 9.090526181358020708e+00
9.923024980061743605e+00 9.947451913166474924e+00 9.709934252886693429e+00 9.979000476081026250e+00 9.819309935388142563e+00 9.197886953822559164e+00 9.961017471365870790e+00 9.993286448135620503e+00 7.641706386646993643e+00 9.838401156438976614e+00
9.941102218952169167e+00 9.887942715357146639e+00 9.889486626957124216e+00 9.971625650571054322e+00 9.754590234798486748e+00 8.082427060512406669e+00 9.968135581678067680e+00 9.838290885358139448e+00 7.309149186461874947e+00 9.997624977545763514e+00
9.884542113159252352e+00 9.932718046152571034e+00 9.947925371083217172e+00 9.435763351529150356e+00 9.876505541017197132e+00 9.049895755789048479e+00 9.993652915669986925e+00 9.947814365513767854e+00 8.956564079043250359e+00 9.761182831143479177e+00
9.893250007855248995e+00 9.933816542438822950e+00 9.862123419991535300e+00 9.592888646121522811e+00 9.538680533934886796e+00 9.431094996308317491e+00 9.871860758076895337e+00 9.926313397272544137e+00 9.233029406723785470e+00 9.890347165638273097e+00
9.927283833864009921e+00 9.931724435205433466e+00 9.598795568717841675e+00 9.968045157275591706e+00 9.787172548385921544e+00 9.572148360403751610e+00 9.860257449170983790e+00 9.852992008245273325e+00 8.754879575409393766e+00 9.860516063027599643e+00
9.930987453756873862e+00 9.997177330098004688e+00 9.539037818834589899e+00 9.807497119032507982e+00 9.895534742253662586e+00 9.412962621848850020e+00 9.834547467058472492e+00 9.889911446347364077e+00 8.568797861738511656e+00 9.811837882603921202e+00
9.904102102825211418e+00 9.934400995304592641e+00 9.960539662224153545e+00 9.871899638951672884e+00 9.493297787609165539e+00 9.382920730009793431e+00 9.861393007858955784e+00 9.843969939643590905e+00 9.349199535985595944e+00 9.211255900634943927e+00
9.980455318110470486e+00 9.950926405427120258e+00 9.986821013919069401e+00 9.867007742585371943e+00 9.855044491485159597e+00 9.303362820581936532e+00 9.975245365932764230e+00 9.982511646038808806e+00 9.876573550307606197e+00 9.649332125105575031e+00
9.975239094041720378e+00 9.914610565830264122e+00 9.741414348568675052e+00 9.907987230199511330e+00 9.898512096682781092e+00 9.410541939961516889e+00 9.986463082667585311e+00 9.953931830142412451e+00 9.173395543589158763e+00 9.173340207053806594e+00
9.980038562068324737e+00 9.898625671275055993e+00 9.925328892032801775e+00 9.716150524054040005e+00 9.770366092405067704e+00 9.442954093544564387e+00 9.985015932115862469e+00 9.909008906285135865e+00 9.074113699479934070e+00 9.903637363374105718e+00
9.981692174893160185e+00 9.957447530765161758e+00 9.456560580583669662e+00 9.592050370086267819e+00 9.826806331931585703e+00 9.433233175041388918e+00 9.990714223621562695e+00 9.908100636012779461e+00 8.793600844817486717e+00 8.255446571392171862e+00
9.983597748404903882e+00 9.956428300928980235e+00 9.793630852912873053e+00 9.900435783345997720e+00 9.034573483946330086e+00 9.932152227139205536e+00 9.948895707488606632e+00 9.881097983026917220e+00 9.240897295358482921e+00 9.177414523683449232e+00
9.992131943024613605e+00 9.956806880092340606e+00 9.597666399914718482e+00 9.580231301857111248e+00 8.760972789843398445e+00 9.819417787804290754e+00 9.880710999595564203e+00 9.887632303040755133e+00 8.898428786343172803e+00 7.798676984987347183e+00
9.924713433183894651e+00 9.919755499661045306e+00 9.878509882884333848e+00 9.629852899429746316e+00 9.623417839314225120e+00 9.823676953477612273e+00 9.868019963226089430e+00 9.961212075400856847e+00 9.356182414822301396e+00 7.621143031697805270e+00
9.961328789308804943e+00 9.848394901079032593e+00 9.656531931635795374e+00 9.255455229253406912e+00 9.510140152725517382e+00 9.023915539793749829e+00 9.932372840467865061e+00 9.889724934983904703e+00 9.142281613138811380e+00 8.520460572654586784e+00
9.982727984249331499e+00 9.922003959883435087e+00 9.167621311628241898e+00 9.290683936213525840e+00 9.474634218735987545e+00 8.544084722585695957e+00 9.979461788334948125e+00 9.921638792323591360e+00 9.847691615710814972e+00 8.149308915898529904e+00
9.910391436895931605e+00 9.877360091704513678e+00 9.821726382125772759e+00 9.927856439426165025e+00 9.607581514010330892e+00 9.709254794452501613e+00 9.985886991918377475e+00 9.850246378215105736e+00 9.723344311911210625e+00 8.945993647115992431e+00
9.895688522052793701e+00 9.979293383387503269e+00 9.850338350627319883e+00 9.908436370405764748e+00 9.601711731204296996e+00 9.596165992327287952e+00 9.995832128237472247e+00 9.597144371230982074e+00 9.773267695372737762e+00 9.403576701665883775e+00
9.940897763091040673e+00 9.946834092098175262e+00 9.999715540379312984e+00 9.774788016358941789e+00 9.615855774899586095e+00 9.277500103457594349e+00 9.997279959860009058e+00 9.330271484366662094e+00 8.229540291519239048e+00 9.599162245997478138e+00
9.957266023863047266e+00 9.938221422939699679e+00 9.960079627754836906e+00 9.639540442863131275e+00 9.794241519035320920e+00 9.875413241372552164e+00 9.987360587934642098e+00 9.785561906893919470e+00 9.034136582412489958e+00 8.954906240047952437e+00
9.973435985020829619e+00 9.938616439985656470e+00 9.711967779417198798e+00 9.949702553603598787e+00 9.547763872432547316e+00 9.719575752203059693e+00 9.981724553189108562e+00 9.726898863288349517e+00 9.545703211621765050e+00 9.337244270432009330e+00
9.936725880504340580e+00 9.940757574057927926e+00 9.723071293559735651e+00 9.876661063832997911e+00 9.553715949824567844e+00 9.119097349428189503e+00 9.924780245983759741e+00 9.781040963314564962e+00 7.884729967823203012e+00 9.348718430888695252e+00
9.921581843283487245e+00 9.974901913781334173e+00 9.841671912303242564e+00 9.695064029306383446e+00 9.543548261550318657e+00 9.921913901801644897e+00 9.904922249160511782e+00 9.706235211442903577e+00 7.323044251484389200e+00 9.180875731964476927e+00
9.851845944852886561e+00 9.940674977856781780e+00 9.915477676095470372e+00 9.657553855347437377e+00 9.775930479699635356e+00 9.893339664432138747e+00 9.921186048574002214e+00 9.388511437412276450e+00 6.624261328048214992e+00 9.065767674683604227e+00
9.969960266792934789e+00 9.982272751118419052e+00 9.844092119606486335e+00 9.684591392367650542e+00 9.746785633463275644e+00 9.108543067893251077e+00 9.818417362070219312e+00 9.871080879909520434e+00 8.239007902179729115e+00 9.556056600878882534e+00
9.982987743074280829e+00 9.993775247351749158e+00 9.838598055186425384e+00 9.785600717368161838e+00 9.349569967428413619e+00 9.537136839664620780e+00 9.791142839489939576e+00 9.860434988943310941e+00 9.758559114804590706e+00 8.803516513585220693e+00
9.976781485998765575e+00 9.977765400317242239e+00 9.884478531501740051e+00 9.790306762162867216e+00 9.385683819510891368e+00 8.179265331366289971e+00 9.928711802829626620e+00 9.770333422958056957e+00 9.830858834706877047e+00 8.726643396256491769e+00
9.996411191256651563e+00 9.951127399656094497e+00 9.687565118027734457e+00 9.800271693307402998e+00 8.932442945554374347e+00 8.605448177016135958e+00 9.928868917120743376e+00 9.727798544734364228e+00 9.962321436088570792e+00 9.852480989403785472e+00
9.983876337523655664e+00 9.967989864748021844e+00 9.798229928131721778e+00 9.905083404272943426e+00 9.416750878231395561e+00 8.095152748556849076e+00 9.967283635069101422e+00 9.778421836232396913e+00 9.926551787395643700e+00 9.815021752244478037e+00
9.997539487403319214e+00 9.969268802235424332e+00 9.902834022281735926e+00 9.951158882222138402e+00 9.672809596210925065e+00 9.375443616327327589e+00 9.896596002073918541e+00 9.759918090924257328e+00 9.924337463192895115e+00 9.941954295466462810e+00
9.959678295259399405e+00 9.978374692362482534e+00 9.659115541158557861e+00 9.926689496334956786e+00 9.717674744672240905e+00 9.666163002153764339e+00 9.869792036336543006e+00 9.747943642506333717e+00 9.794616417850248169e+00 8.464909645994406873e+00
9.988663234090932264e+00 9.976014661181798360e+00 9.448166389583681379e+00 9.947076680297529450e+00 9.958009534271949903e+00 9.332692925687382512e+00 9.933211724837256895e+00 9.935442416396071508e+00 9.948870530987147021e+00 9.834531749416324686e+00
9.981403897954887583e+00 9.992438834516805812e+00 9.353247384252586727e+00 9.756783837355836653e+00 9.809286624839490543e+00 9.059808438748728321e+00 9.950275953888379377e+00 9.890651323533996120e+00 9.808391520791758467e+00 9.995350976838063062e+00
9.899545405257152098e+00 9.991223414678669812e+00 9.299389681665150675e+00 9.612052764717033071e+00 9.545598396779787720e+00 9.735634672172428949e+00 9.930468566121986029e+00 9.949076438142595791e+00 9.415307127684174660e+00 9.131520574703806403e+00
9.881321824707493207e+00 9.944820939213505184e+00 9.588233211529232136e+00 9.819939746391209923e+00 9.618355499188256275e+00 9.716508453323823957e+00 9.944507162479036211e+00 9.967571636370108124e+00 9.573594297202699721e+00 9.804003018626445964e+00
9.894283577684205966e+00 9.936132760892135707e+00 9.864781793766978168e+00 9.743121030516480374e+00 9.787737783189692564e+00 9.231005167472741135e+00 9.980039834789725006e+00 9.928026514668927049e+00 7.191591948632797937e+00 9.719769853703352780e+00
9.985059226704247948e+00 9.962794657993121916e+00 9.889301875201340408e+00 9.767136086292014241e+00 8.917895314227294534e+00 9.172698086352950142e+00 9.991832826177839522e+00 9.901834218168223956e+00 9.084412793401765995e+00 9.396792442962574654e+00
9.916219980681269419e+00 9.997418490694938598e+00 9.969974794198943613e+00 9.780097655669116818e+00 9.124436705994595442e+00 9.207038805593589004e+00 9.921604643076962660e+00 9.946391922583782019e+00 9.273039327254132047e+00 9.627557012013129523e+00
9.941236318864646648e+00 9.974093631986450603e+00 9.819800136362088594e+00 9.906324557846113876e+00 9.882931542230174671e+00 8.855009453747713977e+00 9.962485727601695373e+00 9.899024457410360966e+00 8.857150200162424269e+00 9.868249737780027786e+00
9.992546323751579251e+00 9.962095421144576690e+00 9.784993793307661392e+00 9.990630395127904961e+00 9.821911869320972599e+00 8.948383608675905876e+00 9.944623984193421862e+00 9.716264844458994077e+00 9.306324603775282256e+00 9.601080907750741744e+00
9.992679208496344501e+00 9.956856369219034164e+00 9.622150685180404395e+00 9.965782000972856380e+00 9.996056192939583696e+00 9.217016886315011703e+00 9.999289537267188166e+00 9.885055613632166782e+00 9.173449214553093256e+00 8.166649999801173010e+00
9.924647283286743615e+00 9.959281271745332731e+00 9.845791375993879768e+00 9.770100445698551184e+00 9.879351931201576065e+00 8.235594855149603433e+00 9.997353962958708706e+00 9.834030687973200457e+00 9.731093452894343798e+00 9.138063863052888536e+00
9.949258395073623973e+00 9.960086128633211189e+00 9.337724380550380232e+00 9.557394888317940485e+00 9.957616768421889475e+00 9.557361960739413576e+00 9.898168788202880819e+00 9.726318431115210217e+00 9.261952843834279747e+00 9.509189720431198367e+00
9.941036118486961115e+00 9.909585777755554048e+00 9.316884938477596023e+00 9.798331273852079804e+00 9.823038121111350662e+00 9.979073640056398631e+00 9.923612149155205842e+00 9.954937591979366118e+00 9.109462254643917234e+00 8.996808004092343936e+00
9.886511310793560270e+00 9.921889942001872242e+00 8.924685130122957943e+00 9.836182425896504711e+00 9.903969978129939733e+00 9.824687565575981552e+00 9.946374170365091416e+00 9.225508158427571104e+00 9.857224201236675754e+00 8.781133571623017886e+00
9.962489324738067253e+00 9.839289500401108057e+00 9.991153969154122905e+00 9.650295013184113202e+00 9.708601880811956519e+00 9.968257932613024508e+00 9.885129921550959153e+00 9.182962836000875484e+00 9.293478113338679236e+00 9.536210767625444618e+00
9.915748806956036887e+00 9.986461024304963630e+00 9.787296485685587299e+00 9.827501360851767842e+00 9.791734120320278123e+00 9.927988408428783274e+00 9.972008047280771947e+00 9.287536594827303205e+00 9.378733907019981331e+00 9.422629872559861397e+00
9.962685478256632976e+00 9.993520996201459283e+00 9.901263468854574867e+00 9.789074029695258972e+00 9.681626702946681817e+00 9.946474202525333652e+00 9.987508331368555758e+00 9.822129986938829660e+00 8.635480550606999373e+00 9.370688266593795390e+00
9.999749281408190527e+00 9.991100442516028579e+00 9.941188198534600673e+00 9.796930999452801103e+00 9.655090279519745522e+00 9.831147503743368432e+00 9.998541773988986137e+00 9.345372815621091789e+00 8.782357822114626345e+00 9.986178786509935179e+00
9.924827910656132346e+00 9.980440024655225173e+00 9.832009179363069507e+00 9.807425931062741853e+00 9.301159321744195907e+00 9.471603212580593123e+00 9.967917463583674476e+00 9.705875773555399988e+00 7.156562201847519233e+00 9.803170214376770275e+00
9.884279425434531419e+00 9.982971366144482772e+00 9.990199666936556255e+00 9.818888165911618060e+00 9.453456319246130946e+00 7.539237770144461059e+00 9.999725488529556117e+00 9.797371438098553043e+00 9.835762197790355543e+00 9.454673266217321626e+00
9.939792700620401433e+00 9.967453069834403934e+00 9.848094771695734551e+00 9.945470449428320592e+00 9.658042679916199802e+00 8.846785632640196795e+00 9.991765456828570535e+00 9.924582489579929501e+00 9.618066390466228910e+00 8.959593975504693830e+00
9.937256978958856735e+00 9.993559318265157643e+00 9.542188508641661571e+00 9.903242919841083847e+00 9.774478106909459285e+00 9.509936167643394000e+00 9.996987819286594856e+00 9.834321060504402467e+00 6.969047144579633368e+00 6.066604009624599669e+00
9.967777239982282822e+00 9.988790269237215469e+00 9.607100647704807983e+00 9.904744763890731107e+00 9.960139222500007605e+00 8.349830408856451669e+00 9.993368434069687112e+00 9.880173695120641142e+00 7.117403071990494823e+00 8.842241399918293610e+00
9.999166939618248762e+00 9.961623691610753895e+00 9.817263188677982200e+00 9.905852818161282158e+00 9.952429604772934368e+00 9.419566929600613037e+00 9.987365956003856127e+00 9.978715386158061307e+00 8.569182984012254423e+00 8.070173852555532434e+00
9.986645067474931636e+00 9.979639366627736763e+00 9.572403309734246690e+00 9.622760177111850055e+00 9.959123207236482145e+00 9.401177857609647859e+00 9.960478901184101730e+00 9.820309757564107400e+00 8.502714642492186670e+00 7.122550514133941135e+00
9.959752588936648721e+00 9.955383281149220664e+00 9.709910098775411669e+00 9.644406759098819393e+00 9.200850640896520716e+00 9.525976967825597441e+00 9.984710094233349764e+00 9.849533336155486651e+00 7.920812379237693435e+00 7.821928367770479618e+00
9.995825160164280021e+00 9.948880076070297562e+00 9.374425454184335038e+00 9.763946883455405512e+00 9.767338877389029506e+00 8.858971090778034352e+00 9.993586820427987405e+00 9.894928916918209083e+00 8.583016674188245432e+00 8.212152381516760968e+00
9.993731723654821764e+00 9.967465392029058791e+00 9.709684510792399692e+00 9.733581648375345452e+00 9.734849043515287903e+00 9.535854834369299482e+00 9.992507073926498506e+00 9.938304836931436625e+00 8.509263076324195652e+00 8.999832246067828834e+00
9.997136799186863598e+00 9.992041995515196007e+00 9.707422522004668153e+00 9.807023051646934775e+00 9.668476224245722506e+00 8.614321434934590016e+00 9.963955036891007921e+00 9.912617628928263258e+00 8.389750652152331512e+00 9.214489322712626773e+00
9.905605667015434435e+00 9.942646318768691316e+00 9.698007109012252158e+00 9.879088153275734641e+00 9.720492144998281958e+00 8.619850523968716871e+00 9.998628888366301481e+00 9.949452575550886024e+00 8.635704245858272898e+00 9.078684636628285176e+00
9.947642407505902895e+00 9.964281230787500832e+00 9.976133933618516636e+00 9.953153344843940431e+00 9.733627748276465041e+00 9.031527519611129762e+00 9.993895158835121251e+00 9.919652212108447387e+00 9.922982931161220321e+00 9.068128867420485406e+00
9.872915718448791011e+00 9.949859788424687324e+00 9.711680981531197077e+00 9.645435110548881141e+00 9.849900922248886914e+00 9.414003248078371300e+00 9.998642150474493562e+00 9.647759511527850051e+00 8.259917990070343663e+00 8.432159684552379630e+00
9.941915660136878330e+00 9.983267339729932743e+00 9.965117025047609545e+00 9.592517827367066374e+00 9.996914599719927352e+00 9.655614157190884228e+00 9.953578048787804278e+00 9.775569399379744340e+00 8.075138145590534222e+00 8.748563068594952696e+00
9.962408163850650311e+00 9.998518813788859205e+00 9.563370440244174375e+00 9.778830413203630556e+00 9.899558410536906550e+00 9.814684785743430950e+00 9.974179439518048085e+00 9.897943875325610819e+00 9.615556287140279323e+00 8.600188291664300877e+00
9.989596878100595490e+00 9.977280095929346615e+00 9.743340477158508151e+00 9.862640577812280540e+00 9.925570124205609801e+00 9.812495466290645396e+00 9.976780208066667655e+00 9.817664621928834379e+00 7.198146940308904007e+00 9.284880141854255697e+00
9.923036336221494835e+00 9.958687504460643325e+00 9.902408316893108520e+00 9.760760503790569587e+00 9.688448346141072420e+00 9.783849750693805802e+00 9.899552533288476397e+00 9.727781187013061270e+00 8.621314692471589325e+00 9.984916015113096677e+00
9.926851682191211168e+00 9.966046540730022940e+00 9.541993965536946121e+00 9.697473897974337120e+00 9.769422946513856232e+00 9.911571932042040345e+00 9.935564042479612112e+00 9.880628004224265126e+00 8.036925859544883366e+00 9.457018013644628240e+00
9.964851970598170183e+00 9.922745029578114995e+00 9.329152331018326194e+00 9.988382194335263975e+00 9.508089342026972091e+00 9.229583103972105462e+00 9.998370829698986384e+00 9.887408505930707747e+00 7.845556247637215819e+00 7.855853468654125926e+00
9.982768844426878729e+00 9.921533981283342740e+00 9.776605129997705035e+00 9.968437285867688402e+00 9.473724807509437795e+00 8.352248290106247808e+00 9.996651580229421796e+00 9.999822764569685773e+00 9.953003595900446143e+00 9.613864750117118163e+00
9.984963368829539831e+00 9.929154839490404783e+00 8.957598280077096575e+00 9.758980565935155838e+00 9.280934116456036165e+00 8.319247080210720569e+00 9.998823221127530303e+00 9.997326030285330845e+00 9.903712386619584862e+00 9.366050917715980972e+00
9.989499194569669172e+00 9.964666170022464797e+00 8.492622166617607604e+00 9.357651014049116256e+00 9.922482178983200285e+00 8.981141438477093786e+00 9.991316610304954438e+00 9.921583044483224256e+00 9.707681517020619211e+00 9.410617855157932254e+00
9.935046565726004530e+00 9.980356815395328596e+00 9.251740794494372366e+00 9.464106833823240805e+00 9.965137504837180416e+00 9.429563802857087396e+00 9.995837063612606599e+00 9.383495821647461099e+00 8.693293505236130869e+00 9.270705245056214849e+00
9.914944843253884699e+00 9.971165984435460317e+00 9.227131460074669889e+00 9.876979887137640191e+00 9.972383275637639599e+00 9.549972527866326999e+00 9.957101412268235308e+00 9.845321222665081251e+00 7.456198366527111432e+00 8.863067802185597088e+00
9.980543667741962111e+00 9.997479226057512491e+00 9.372432113966532086e+00 9.382368506218240256e+00 9.938078411356418229e+00 9.065068753417095948e+00 9.966305706267215569e+00 9.914818223743486314e+00 9.482934176451948360e+00 9.593286465823560150e+00
9.977514328082547124e+00 9.992619628326648851e+00 9.786328386365337195e+00 9.649137284867492781e+00 9.944672579118421396e+00 9.853238079736227562e+00 9.901789035131550065e+00 9.895357287312208427e+00 9.598911947599932049e+00 8.152101389070784521e+00
9.971575560916722480e+00 9.996973424519742579e+00 9.967697258630588308e+00 9.731136466252156225e+00 9.901471930958255285e+00 9.432338982011819084e+00 9.890238679405785049e+00 9.912795429167500671e+00 7.797029696698214885e+00 9.777096902134923440e+00
9.972221416425039564e+00 9.891916845230147359e+00 9.937743811622642198e+00 9.669882787867633667e+00 9.830097517067928337e+00 9.075280089106497527e+00 9.957116942074623722e+00 9.951795875522620349e+00 7.862919278192578076e+00 9.995924072988378484e+00
9.933724897985179325e+00 9.909408043590387294e+00 9.893075495200816860e+00 9.685621188261430703e+00 9.571921160882787660e+00 8.842337938957362198e+00 9.981167925214316838e+00 9.929052099303316226e+00 8.261157932547611438e+00 9.430330424234574238e+00
9.942136493835919353e+00 9.955211944999177831e+00 9.925422330821703554e+00 9.882097872246834669e+00 8.602263931074396908e+00 8.455983851278022101e+00 9.942788220960467882e+00 9.920852600400701604e+00 8.224809996236933429e+00 9.170094662201105251e+00
9.931664487899841021e+00 9.982951568890932492e+00 9.990700012106213279e+00 9.442918764541197163e+00 8.877063761767782779e+00 8.973799793926591661e+00 9.977054465802003946e+00 9.948115965854292142e+00 8.943190330154408230e+00 9.438877139632312563e+00
9.980584019133520002e+00 9.977408259545589075e+00 8.954669768908701144e+00 9.030512442271458440e+00 9.708324218829774921e+00 8.400147904507353047e+00 9.989793566349847609e+00 9.891406849115435662e+00 8.932717226849138825e+00 9.055095927327414529e+00
9.993960522459213180e+00 9.988698983747843485e+00 8.136223212364905422e+00 9.735582930523790424e+00 9.860919716376221444e+00 9.263643794454912594e+00 9.995652641494501722e+00 9.905278878892016081e+00 9.012907341998612765e+00 9.881740317511972904e+00
9.988176062607562855e+00 9.960133243014261950e+00 8.426399567948935854e+00 9.923331035587473536e+00 9.950568503033800027e+00 9.926096960102459121e+00 9.928541922179263679e+00 9.833966776257883069e+00 6.842161989840165326e+00 9.340898241201021079e+00
9.970516711049851821e+00 9.918273814113998554e+00 9.325202393430853220e+00 9.988971747763750741e+00 9.837965456744207415e+00 8.771709518415027773e+00 9.846190420797034548e+00 9.950711005480032512e+00 6.292020739796917006e+00 9.618766760421504358e+00
9.867247278758881635e+00 9.952970091766047744e+00 9.270992618429913179e+00 9.949104995829491926e+00 9.851280559352177946e+00 9.499888702925304074e+00 9.979586930184506599e+00 9.931814791092222094e+00 8.580396725570338390e+00 9.569070366805963346e+00
9.868477747937875577e+00 9.985057811155323648e+00 8.736918168225820125e+00 9.948966978164852648e+00 9.669061707234059000e+00 9.566653294819706943e+00 9.995061370772603482e+00 9.931674702443078928e+00 7.963083481519311668e+00 9.614003170295099210e+00
9.951761829506866164e+00 9.931958547073286070e+00 9.102740117219173754e+00 9.683713060279885099e+00 9.962345598582796669e+00 9.326796430820493811e+00 9.906987693788838811e+00 9.988729676845078842e+00 8.285614701259079951e+00 9.966403453823701852e+00
9.950081659878120988e+00 9.952769592905244878e+00 9.976138931572174684e+00 9.665273216580761328e+00 9.944743551390459402e+00 9.540135297785807822e+00 9.929915740279476211e+00 9.992793884376835578e+00 9.380935806190084492e+00 8.226487743336132752e+00
9.976880153844730259e+00 9.972417148374699281e+00 9.888568287690491232e+00 9.375852983129998819e+00 9.918996193671631545e+00 9.997450983456200646e+00 9.862066098004907744e+00 9.957403207950045854e+00 9.374743912423246783e+00 9.189292795567713057e+00
9.960374599783481386e+00 9.988106546906644567e+00 9.710309709916069565e+00 9.130539276581068009e+00 9.771756924598472338e+00 8.931929206535473398e+00 9.976245632127101359e+00 9.805050760774459917e+00 8.185280627764059957e+00 9.111986758207688553e+00
9.992336462272744413e+00 9.999864896068771714e+00 9.828723982081118749e+00 9.892635180212057122e+00 9.785712335366820724e+00 8.689564617749681474e+00 9.976390970151912896e+00 9.839991796322166806e+00 9.025889357293003457e+00 9.306750003465831256e+00
9.992692400661077556e+00 9.958230837124965262e+00 9.683580207461666589e+00 9.967186366674292586e+00 9.733874804995213736e+00 8.080765205662638451e+00 9.995067775418855049e+00 9.712123237954401134e+00 9.181818313292859912e+00 9.092461177772101166e+00
9.993050324104260085e+00 9.959788548260464225e+00 9.630885244485263286e+00 9.816195808369394982e+00 9.926617299531379501e+00 7.759224210140965639e+00 9.982696952186874029e+00 9.755177031231299978e+00 9.317630129416363260e+00 8.665014786791637391e+00
9.978485290620211501e+00 9.958890530138274855e+00 9.434268844005638144e+00 9.697569851625580384e+00 9.812975609785238973e+00 8.771944496365248867e+00 9.957825383918194717e+00 9.686134088692204713e+00 9.499555125164544478e+00 9.485516895694255268e+00
9.981240561879756612e+00 9.929026180838997462e+00 8.874331058718309961e+00 9.823299944429361830e+00 9.954246120400179976e+00 9.153657557276579482e+00 9.966314859691998151e+00 9.687427723910666089e+00 9.905967414498498158e+00 9.759318456860148316e+00
9.981886252632728329e+00 9.914241535009546524e+00 9.539849575304014451e+00 9.927739541137791335e+00 9.644305509203149995e+00 9.937423165796751334e+00 9.977532771687329216e+00 9.898604270650816161e+00 9.846676983241195558e+00 9.422441884294855186e+00
9.998299008673320998e+00 9.957957070573806746e+00 9.476364573292267224e+00 9.950899292669705076e+00 9.927042443744452882e+00 9.738075162836835830e+00 9.992605407313504884e+00 9.532086812754613447e+00 9.428223865226961209e+00 9.662585033342166341e+00
9.977194013311288856e+00 9.974458938421916443e+00 9.498455861861327065e+00 9.863295290795329961e+00 9.737409479140600510e+00 8.916575574523108116e+00 9.976892898839222923e+00 9.639872588049962943e+00 9.690795937430587870e+00 9.644307968922957386e+00
9.991959560880440350e+00 9.971758370678790229e+00 9.974069338507316473e+00 9.544346269815694228e+00 9.731593300550230197e+00 9.586806563445579243e+00 9.992787279332898009e+00 9.742687742058189215e+00 9.452968759524770448e+00 8.858992306351510138e+00
9.995774570875726184e+00 9.984356685126547504e+00 9.979888603973856576e+00 9.477244737621436599e+00 9.766759358966139004e+00 8.387077025469780622e+00 9.885134043212996602e+00 9.708664707991482956e+00 9.420591820468086297e+00 8.276013285506707007e+00
9.979368501153416560e+00 9.985811323444071519e+00 9.974598057476342206e+00 9.761658223124690892e+00 9.778849240172398538e+00 8.847201472993058147e+00 9.896857171561762812e+00 9.904832473121949477e+00 8.194742872440230030e+00 8.519855510290064160e+00
9.974310016543480373e+00 9.991382354732536442e+00 9.255664182904137505e+00 9.970487507468469346e+00 9.988615436832287031e+00 8.938057343322569182e+00 9.882357389144880599e+00 9.908044929380510624e+00 9.139275874412284395e+00 9.689576975086753308e+00
9.974380890858189019e+00 9.974225963031939202e+00 9.131704005964108362e+00 9.166191460255811663e+00 9.976005022451239768e+00 8.737184074335672790e+00 9.996185486594200142e+00 9.663070841638893071e+00 8.735807013866033088e+00 9.914261174132901644e+00
9.982809921367236328e+00 9.981221588774634057e+00 9.188147105270871862e+00 8.906837849123888873e+00 9.956753502091682861e+00 9.544077945517100758e+00 9.997611600419467948e+00 9.984248160257369165e+00 8.578776724853355518e+00 8.130824272226357508e+00
9.953755993068543972e+00 9.972203238941078851e+00 9.629450858247370348e+00 8.712535278255009175e+00 9.952487532504196821e+00 9.790018653063160770e+00 9.973881734807527266e+00 9.884294530656079658e+00 8.071224205131828811e+00 7.981997197909262098e+00
9.960518096068591731e+00 9.829176756465013653e+00 9.855556098584688840e+00 8.991546237847620304e+00 9.281489575942241999e+00 9.354796658525330599e+00 9.926060355914142264e+00 9.904114747160068788e+00 9.277634391476135889e+00 8.564469906236817920e+00
9.965075333383655476e+00 9.854440103584028776e+00 9.695081544025272891e+00 9.719819467140270675e+00 9.892089892401589424e+00 9.546517978500514090e+00 9.985985448106028173e+00 9.965195653211743831e+00 8.360402627428131339e+00 9.430011404265844277e+00
9.958923644556838539e+00 9.853243676422085429e+00 9.721711200727170876e+00 9.780796758583617745e+00 9.807440023617855829e+00 9.710112502909877819e+00 9.984632841832237204e+00 9.966899784371900495e+00 8.319418832041677092e+00 8.632668209335729870e+00
