log.prior	log.likelihood	log.likelihood.test.set
-1.509266505784494620e+04 -1.615393885532773493e+04 -2.607428116497372230e+03
-1.508812521600497530e+04 -1.615302214066752640e+04 -2.608705855756511937e+03
-1.506245090496061493e+04 -1.615454559929865354e+04 -2.609439688988693888e+03
-1.506972123628328700e+04 -1.615746240298614794e+04 -2.612433119895274558e+03
-1.507185867408775630e+04 -1.615423558783145563e+04 -2.610728413145177001e+03
-1.508001389241246943e+04 -1.614389596055807124e+04 -2.609144004035988473e+03
-1.507656327940479059e+04 -1.614125985406113978e+04 -2.607369644184152548e+03
-1.508363665584259434e+04 -1.613157303519747438e+04 -2.608126949200954641e+03
-1.510594889987055285e+04 -1.613429452041391596e+04 -2.609345572109077693e+03
-1.510240663094817864e+04 -1.613971583349161847e+04 -2.608434996017922913e+03
-1.509784727647238287e+04 -1.614454456051007219e+04 -2.612366807243772200e+03
-1.510917698002101497e+04 -1.614034837503527888e+04 -2.609366439785977946e+03
-1.511329665995240794e+04 -1.614174049428272883e+04 -2.603847741068332198e+03
-1.512527675548677689e+04 -1.613769710879546437e+04 -2.605586795767633703e+03
-1.509969051799908084e+04 -1.614359706091234875e+04 -2.607988105896574780e+03
-1.508073041583114718e+04 -1.614643911832744016e+04 -2.611461842484639874e+03
-1.505274436913827049e+04 -1.613455129575437604e+04 -2.610581579161431364e+03
-1.506675185659564340e+04 -1.612911455431313698e+04 -2.606061640106576306e+03
-1.508393396761973418e+04 -1.613409092783257438e+04 -2.609226348228908137e+03
-1.512108405742351533e+04 -1.613376611864207007e+04 -2.605986768610252057e+03
-1.514290671864497745e+04 -1.614092355233395392e+04 -2.604926174023876229e+03
-1.514618439203785601e+04 -1.613573145146709976e+04 -2.601725831348822339e+03
-1.515113519321146123e+04 -1.614050882626358180e+04 -2.601728620884866359e+03
-1.517359063430456445e+04 -1.613859990522541739e+04 -2.594979573520598478e+03
-1.516416888547795133e+04 -1.614428924008047943e+04 -2.595677386630413366e+03
-1.518119510056974104e+04 -1.613006688875508553e+04 -2.595684755444344773e+03
-1.516573664796958110e+04 -1.613972745189516718e+04 -2.595589180375194246e+03
-1.513126894332305528e+04 -1.613834713037716574e+04 -2.599288965254574123e+03
-1.513583191697628718e+04 -1.614218532546513597e+04 -2.606358602168024845e+03
-1.512478595828130710e+04 -1.614172185682166310e+04 -2.606653320080353751e+03
-1.511303890744057026e+04 -1.614438752601180386e+04 -2.603398502914596975e+03
-1.510585844101243856e+04 -1.614535476534638110e+04 -2.598316752089018792e+03
-1.512592849140692124e+04 -1.614234682586931194e+04 -2.604732191829072690e+03
-1.515212028962505974e+04 -1.613569118687007722e+04 -2.600157901626231705e+03
-1.515637735392622017e+04 -1.614197206100978656e+04 -2.602818431193045853e+03
-1.515797296312124490e+04 -1.615753983443618563e+04 -2.608951608503118223e+03
-1.517394670876815326e+04 -1.616066933371728919e+04 -2.603515146866004216e+03
-1.521009461320046466e+04 -1.614231834573660672e+04 -2.603248316150520623e+03
-1.521129452660419520e+04 -1.614281773234533830e+04 -2.603439671614339659e+03
-1.519386371916103963e+04 -1.614261225097780698e+04 -2.609207489238660401e+03
-1.519354429999169224e+04 -1.614205773913390294e+04 -2.606865678991613549e+03
-1.518501142894133591e+04 -1.613475543328765343e+04 -2.608554363121954793e+03
-1.517710314536861188e+04 -1.614379899236704296e+04 -2.610761267100627720e+03
-1.517003890972379850e+04 -1.613868876990040917e+04 -2.607766751416649186e+03
-1.520134246546413488e+04 -1.613221387725013665e+04 -2.600557511302585226e+03
-1.521611215267657099e+04 -1.613589070622703548e+04 -2.597219466039682175e+03
-1.522286942363438720e+04 -1.613635071829711887e+04 -2.608931940148578178e+03
-1.525988770356757595e+04 -1.613129699476085261e+04 -2.598450380982496881e+03
-1.524881304043286400e+04 -1.612367096540512648e+04 -2.596259121604223310e+03
-1.524496397502087166e+04 -1.612309523942029591e+04 -2.598033365865522683e+03
-1.526295537103186325e+04 -1.613345194038206682e+04 -2.597732499998016920e+03
-1.524503116867026620e+04 -1.612341555567555042e+04 -2.595460495899305897e+03
-1.523848880155675397e+04 -1.613388986895567723e+04 -2.595778170650492939e+03
-1.523049615101583004e+04 -1.612626356701991608e+04 -2.598185872521634792e+03
-1.522660855427246497e+04 -1.613051977636740048e+04 -2.603228960587414349e+03
-1.522606240042087484e+04 -1.612261301502331298e+04 -2.596984849296636639e+03
-1.522464627793855107e+04 -1.612854317197409910e+04 -2.610084622162764390e+03
-1.524117820461550582e+04 -1.613017229223653339e+04 -2.604697027675304071e+03
-1.520889762439120204e+04 -1.613957095563239818e+04 -2.599467926251999870e+03
-1.523298198893444169e+04 -1.614226224793552683e+04 -2.595614316396013237e+03
-1.524989440634039966e+04 -1.613955508840710718e+04 -2.599881686461430036e+03
-1.524522370011880048e+04 -1.614342258733208655e+04 -2.596757572074874133e+03
-1.523716196977685468e+04 -1.613987805069837850e+04 -2.598283491883644274e+03
-1.524671521030657277e+04 -1.613978133501216689e+04 -2.602655431460694672e+03
-1.523815583856893863e+04 -1.615012914290930166e+04 -2.598759551920466038e+03
-1.524209631325620285e+04 -1.614120709149649338e+04 -2.596839522602971101e+03
-1.527634238353518595e+04 -1.614489599122180516e+04 -2.611349672314433064e+03
-1.525924703460726778e+04 -1.614096718256908753e+04 -2.610865498650141035e+03
-1.523585964648015215e+04 -1.614963097903779453e+04 -2.606699518486201214e+03
-1.523366613895770934e+04 -1.614739917009676356e+04 -2.606085321737345112e+03
-1.521093397373456173e+04 -1.615410307578198081e+04 -2.606978088784548163e+03
-1.521328886328863882e+04 -1.616852832087908246e+04 -2.598090013598021869e+03
-1.521399423008990379e+04 -1.616636761428948557e+04 -2.594682953357388214e+03
-1.522235595156935960e+04 -1.614913014779035802e+04 -2.602652447646184100e+03
-1.521936552486078472e+04 -1.615971649231142692e+04 -2.600799501834396779e+03
-1.518817663313821868e+04 -1.615632040254854837e+04 -2.600099588290358497e+03
-1.517978874387180076e+04 -1.615058258831939384e+04 -2.596700717192396041e+03
-1.519627653024076608e+04 -1.614975709888647361e+04 -2.595652517532932052e+03
-1.518561704200300846e+04 -1.615502728265902260e+04 -2.598371845629760628e+03
-1.519926980168053524e+04 -1.614225695215968881e+04 -2.599676199328293933e+03
-1.520095384274480602e+04 -1.615024402973011092e+04 -2.602758014556080980e+03
-1.519920549292567557e+04 -1.614377013370007990e+04 -2.606527488312416153e+03
-1.521220410396612533e+04 -1.614360782702023789e+04 -2.608605114771857188e+03
-1.520577025829745253e+04 -1.614350017060357641e+04 -2.605548124381913112e+03
-1.520933491464964027e+04 -1.614444153662909594e+04 -2.607829534493451320e+03
-1.519269758769063810e+04 -1.614966848673378990e+04 -2.608906009845475637e+03
-1.519109815875447748e+04 -1.615441771743214667e+04 -2.606970325413319188e+03
-1.520924409054292846e+04 -1.614308359158100575e+04 -2.605603958066145879e+03
-1.522142381970524730e+04 -1.613882051751172548e+04 -2.609442913234215666e+03
-1.522499170505327675e+04 -1.614449172850875402e+04 -2.603802542189177984e+03
-1.521448606459488838e+04 -1.613728667183384641e+04 -2.602947957763195973e+03
-1.521472100531629258e+04 -1.613769157355404786e+04 -2.601168647739852986e+03
-1.522659946062075869e+04 -1.614903233291027209e+04 -2.600650819609641530e+03
-1.521337722007725097e+04 -1.613694918329415668e+04 -2.610240187125993998e+03
-1.521215127541917900e+04 -1.614569432692083865e+04 -2.607814613868570632e+03
-1.520807865713480714e+04 -1.614842941295340279e+04 -2.608310640741775842e+03
-1.519432079203737339e+04 -1.614995263562852415e+04 -2.606991645506366694e+03
-1.520044361261442646e+04 -1.615127385060209417e+04 -2.606703432529884140e+03
-1.520560792932300865e+04 -1.614683080718087695e+04 -2.609378863937723509e+03
-1.520664384882530430e+04 -1.614795385234928290e+04 -2.606099104030559374e+03
-1.520527486899582436e+04 -1.614939539467623217e+04 -2.604480037058930975e+03
-1.522179283765031505e+04 -1.614791098321606114e+04 -2.605452196721314067e+03
-1.521890259433557185e+04 -1.616585691054948620e+04 -2.601581374550054989e+03
-1.521650603976361162e+04 -1.615133777093851495e+04 -2.598456362600193188e+03
-1.518588342950697916e+04 -1.614541055385152140e+04 -2.602030561819515242e+03
-1.519197003469682386e+04 -1.614833634504083420e+04 -2.603821750614854864e+03
-1.517667300191285540e+04 -1.615566555101629820e+04 -2.606133460128857678e+03
-1.515257491686116191e+04 -1.614553430935606411e+04 -2.609929573362755036e+03
-1.514247173074799139e+04 -1.616075676443170596e+04 -2.608707388148610789e+03
-1.512774513604642561e+04 -1.616570590052086118e+04 -2.606733056542678241e+03
-1.512231672284913111e+04 -1.617035026619263954e+04 -2.602194642520860270e+03
-1.510486410500293096e+04 -1.617531160324901066e+04 -2.601372943576857779e+03
-1.512453297596846824e+04 -1.616503469553736250e+04 -2.601296214513070936e+03
-1.513100361924004028e+04 -1.615536145030422813e+04 -2.601296674292672833e+03
-1.513955383840054492e+04 -1.614560018605627556e+04 -2.601623344084852761e+03
-1.511415770529362271e+04 -1.615143149061967051e+04 -2.603604905469612277e+03
-1.510960887171547256e+04 -1.616164844500386789e+04 -2.600833357592133325e+03
-1.508140907732442065e+04 -1.615395513359842516e+04 -2.605000587294798606e+03
-1.508099101020605667e+04 -1.615674799250480282e+04 -2.605293680459740699e+03
-1.508830033065240968e+04 -1.615773071960006564e+04 -2.607618405211897880e+03
-1.508573979439445247e+04 -1.615489619198460787e+04 -2.604520077195231806e+03
-1.507256829798231411e+04 -1.616644493996821257e+04 -2.607134240983355994e+03
-1.507640360523965137e+04 -1.615241945774776832e+04 -2.602277006740246634e+03
-1.508249258842514246e+04 -1.616514607427966985e+04 -2.608536364970859267e+03
-1.510570180709154738e+04 -1.615430136608807879e+04 -2.606146867950242722e+03
-1.510544708864722634e+04 -1.616488123184586948e+04 -2.605470414771148626e+03
-1.510848793145669879e+04 -1.615290023389879934e+04 -2.603234312785204565e+03
-1.511259865273142168e+04 -1.615795463906662189e+04 -2.605254672057412790e+03
-1.506336322325797300e+04 -1.615276537314095913e+04 -2.603508444272643828e+03
-1.506319774923605291e+04 -1.615424756257212903e+04 -2.601874868986288675e+03
-1.507561473233343531e+04 -1.615083009923899226e+04 -2.599564780105131376e+03
-1.507569916150748213e+04 -1.613673109161316461e+04 -2.601457494303604562e+03
-1.508169683949320643e+04 -1.614015939706265999e+04 -2.607263307541602444e+03
-1.510751392324810695e+04 -1.613662069290186264e+04 -2.600348391822276881e+03
-1.512277439338905060e+04 -1.613553219165863811e+04 -2.609274443667327432e+03
-1.511627888468076526e+04 -1.614137421577111309e+04 -2.615187167588640477e+03
-1.511309743950440497e+04 -1.614245697783492869e+04 -2.614234591726309645e+03
-1.509288361311569679e+04 -1.614480557491977561e+04 -2.610499768402022710e+03
-1.509788255530685637e+04 -1.613991385312734201e+04 -2.605472781182515064e+03
-1.510674771546994634e+04 -1.614832126190600138e+04 -2.614996920140128168e+03
-1.511652046747212626e+04 -1.613855393083251329e+04 -2.613354600246047085e+03
-1.511424655036307377e+04 -1.614316445355853648e+04 -2.610845373934932923e+03
-1.510452644416468502e+04 -1.613907600782055488e+04 -2.607799889657188487e+03
-1.509958672042258513e+04 -1.614586608963802064e+04 -2.606350817970846492e+03
-1.510922805030126801e+04 -1.614215133484023318e+04 -2.603212053866659517e+03
-1.514350350656185583e+04 -1.613650845780790951e+04 -2.614031607137686024e+03
-1.515482284370242269e+04 -1.614498458029134599e+04 -2.609574283492029735e+03
-1.514324084930986464e+04 -1.614661033221974503e+04 -2.606561647138865737e+03
-1.511275634216917933e+04 -1.614870122980799169e+04 -2.614051829274891134e+03
-1.511097358452995104e+04 -1.615101815400723353e+04 -2.617764313337062504e+03
-1.516662933996033462e+04 -1.614290051120197495e+04 -2.617641739533327836e+03
-1.517289830363441069e+04 -1.614837781900542723e+04 -2.616039641519911129e+03
-1.519013220722261940e+04 -1.614848725281988300e+04 -2.612645458478511046e+03
-1.518214672463523493e+04 -1.614503257697029767e+04 -2.615451644800122267e+03
-1.517884350916297262e+04 -1.614469267757904527e+04 -2.616698054254625731e+03
-1.519070171794119597e+04 -1.615310080379271494e+04 -2.616339252453055906e+03
-1.516275106051161129e+04 -1.615465223090994368e+04 -2.609827350126235615e+03
-1.519834524610871449e+04 -1.614482438755443400e+04 -2.602697575896000217e+03
-1.515920498224378389e+04 -1.615072589266257273e+04 -2.603978169164510746e+03
-1.519678559921962733e+04 -1.614414502647442714e+04 -2.612387730033560274e+03
-1.521837957016178734e+04 -1.615125773630318326e+04 -2.615779273638725954e+03
-1.521565535068177087e+04 -1.614206908709121672e+04 -2.613668923713053573e+03
-1.520777355680476649e+04 -1.614254427198170561e+04 -2.602844038844316401e+03
-1.521004572328586801e+04 -1.614448323475751567e+04 -2.601378184021574725e+03
-1.522029828770365202e+04 -1.614092597907389973e+04 -2.608383167853280611e+03
-1.522706230955771571e+04 -1.613830220888733311e+04 -2.605741614535917051e+03
-1.522118269094509014e+04 -1.613470978838789961e+04 -2.603089571609321865e+03
-1.520426424122101525e+04 -1.613951754685362721e+04 -2.601273731771522307e+03
-1.521675579783262583e+04 -1.614471633015033149e+04 -2.603884865192814232e+03
-1.517528825432204394e+04 -1.616084929486810870e+04 -2.619090104224562765e+03
-1.515691168914031732e+04 -1.616528316839995023e+04 -2.621612772577893338e+03
-1.516570386724719719e+04 -1.615626653934774731e+04 -2.616138250405765575e+03
-1.516653422871860130e+04 -1.614939606238198940e+04 -2.612132754376534649e+03
-1.514462943512115271e+04 -1.615344490391876752e+04 -2.608476945268059808e+03
-1.516094109614006265e+04 -1.614371361483602232e+04 -2.615020469382296596e+03
-1.518369045209568139e+04 -1.613592327651811502e+04 -2.615655549504568626e+03
-1.517183653571546893e+04 -1.614873257219319930e+04 -2.612629807461750715e+03
-1.516542484934984532e+04 -1.615021572844187540e+04 -2.615877970260657094e+03
-1.516535978792881178e+04 -1.615627566511693840e+04 -2.616975243623290226e+03
-1.517946527348389827e+04 -1.615192477595735181e+04 -2.609468698757354105e+03
-1.517456552414196267e+04 -1.614628500241192341e+04 -2.606460588466328318e+03
-1.516746423545365178e+04 -1.614505401591598275e+04 -2.606151248729564031e+03
-1.515529048932425030e+04 -1.614188491722155595e+04 -2.608128342624920606e+03
-1.513396592630351188e+04 -1.616124531222911901e+04 -2.607016979497261673e+03
-1.515303302313136010e+04 -1.614416349887436445e+04 -2.607340707886687596e+03
-1.515487709750326576e+04 -1.614793968789347309e+04 -2.608175627381679988e+03
-1.516487187626189552e+04 -1.614975687066507635e+04 -2.609419995389921951e+03
-1.514759643746315851e+04 -1.614615120389962976e+04 -2.613670845813015603e+03
-1.514117291878865944e+04 -1.615522535318077098e+04 -2.612847915834034666e+03
-1.513788803927357185e+04 -1.614955422157100838e+04 -2.614496171408271948e+03
-1.514747472331878453e+04 -1.613267591249643920e+04 -2.611460237443830465e+03
-1.516585261562822598e+04 -1.614022543710367609e+04 -2.613380721322884256e+03
-1.518197380089576473e+04 -1.612958585254757782e+04 -2.616352919988276426e+03
-1.519352892605469060e+04 -1.613405904171721158e+04 -2.617067372622809671e+03
-1.520812069524500475e+04 -1.613103324214479289e+04 -2.621754139391919125e+03
-1.519505773975481861e+04 -1.613316602770522331e+04 -2.612069241153921666e+03
-1.519487235028095893e+04 -1.612955400901104440e+04 -2.612754337502894941e+03
-1.520663349718616155e+04 -1.612680987931090749e+04 -2.614613503051416501e+03
-1.519923407067600056e+04 -1.612881251229014379e+04 -2.615416635401387794e+03
-1.518472109848332548e+04 -1.613056600845890716e+04 -2.616196447808457378e+03
-1.519486600180100322e+04 -1.613786101936180603e+04 -2.615886140342316594e+03
-1.520004834808707892e+04 -1.615081683703163981e+04 -2.618344023290111181e+03
-1.521945083901880753e+04 -1.613923901277633922e+04 -2.621367898703254014e+03
-1.522388120828917818e+04 -1.613844380245560569e+04 -2.618275957306174860e+03
-1.523670519822475217e+04 -1.613887179754914723e+04 -2.619705961499733803e+03
-1.522074214563541136e+04 -1.614772005521177562e+04 -2.617301113671059738e+03
-1.523537582376467617e+04 -1.613063522573794216e+04 -2.615143112447812655e+03
-1.525019920544303022e+04 -1.612812758891366866e+04 -2.613936331768890341e+03
-1.522087483361340492e+04 -1.613009454847900452e+04 -2.617335133638176103e+03
-1.523340055045041117e+04 -1.613372653642991827e+04 -2.616510487481087239e+03
-1.522748152899314664e+04 -1.613475318186261029e+04 -2.613955534971486486e+03
-1.523437997801516212e+04 -1.613132678518669309e+04 -2.613427471310768397e+03
-1.523469239983318766e+04 -1.613741804266405779e+04 -2.612206540924943056e+03
-1.523764367273847529e+04 -1.614205243340016568e+04 -2.614840071808964240e+03
-1.525812446363004346e+04 -1.613340440076741652e+04 -2.609502026501494583e+03
-1.526724858530998426e+04 -1.614319511697410599e+04 -2.613112334113659472e+03
-1.526110956314484247e+04 -1.614200154926706091e+04 -2.617729626070994982e+03
-1.526546169197363452e+04 -1.613848993489213171e+04 -2.621512180283732505e+03
-1.525105674110116888e+04 -1.613175056427286472e+04 -2.619305860848683551e+03
-1.526000642652789611e+04 -1.612641150273353924e+04 -2.617583869138105911e+03
-1.524962985349148221e+04 -1.613135783407277995e+04 -2.618141104530143366e+03
-1.525507345355170946e+04 -1.613494632699551221e+04 -2.616639341511805014e+03
-1.524751961497269622e+04 -1.614571334805025799e+04 -2.617220279267388378e+03
-1.525379149498141669e+04 -1.613765393007306193e+04 -2.612576513286586760e+03
-1.524033671126047557e+04 -1.613436750565285547e+04 -2.616604829417775363e+03
-1.520552199480551280e+04 -1.613830146809438884e+04 -2.617150553342382864e+03
-1.521327959186713269e+04 -1.614720069208795758e+04 -2.615573450851274629e+03
-1.523501001909286242e+04 -1.614181653002618441e+04 -2.612637847712688654e+03
-1.522296285699578766e+04 -1.613739876936405926e+04 -2.610728019551379020e+03
-1.521968698084815514e+04 -1.614584311111776333e+04 -2.615517455606315707e+03
-1.521801533925287913e+04 -1.614015627880331158e+04 -2.615538668133196097e+03
-1.520826197900551415e+04 -1.613619573172274977e+04 -2.611978696159026185e+03
-1.518597839765702884e+04 -1.614402469816332996e+04 -2.615150419227971724e+03
-1.519841926883390261e+04 -1.613581120714073586e+04 -2.613216818127601982e+03
-1.518434330833301465e+04 -1.614169495062112946e+04 -2.612676654331285590e+03
-1.520751851834088666e+04 -1.613179680959595680e+04 -2.613854569075561812e+03
-1.519210194907638288e+04 -1.613575395336575821e+04 -2.611610135747787353e+03
-1.520768970062717926e+04 -1.614590422215547733e+04 -2.611515013817986528e+03
-1.523338043752633348e+04 -1.614356766218436860e+04 -2.612411516409619708e+03
-1.521484927869489366e+04 -1.615419019601201580e+04 -2.609227637733204119e+03
-1.523411089538160195e+04 -1.614555330126157969e+04 -2.609949483449111540e+03
-1.523321722769592634e+04 -1.614730842367028345e+04 -2.615378919407528883e+03
-1.520828075418276785e+04 -1.615019196510677466e+04 -2.614090232522287806e+03
-1.519752156461137201e+04 -1.614598074103923864e+04 -2.608093936134629530e+03
-1.520896583843055487e+04 -1.615176184860362991e+04 -2.608577410529741883e+03
-1.521012298124955487e+04 -1.615335067263809651e+04 -2.608381639879078648e+03
-1.520055090411940182e+04 -1.614241870020985334e+04 -2.611493764291962634e+03
-1.517463889510706758e+04 -1.615196696261120996e+04 -2.609349733868023577e+03
-1.517314365077202274e+04 -1.613977709033242354e+04 -2.611760598975690755e+03
-1.517667327000124897e+04 -1.614299301519308210e+04 -2.607585160615616587e+03
-1.517952737812930536e+04 -1.615069683035651178e+04 -2.610042282668080588e+03
-1.514215030568944167e+04 -1.616693463671597056e+04 -2.610973862435795127e+03
-1.514922080369525247e+04 -1.615717741204557387e+04 -2.610102720266119377e+03
-1.513014939961700111e+04 -1.615965488170444587e+04 -2.606804135207813943e+03
-1.510950457388351424e+04 -1.614592283202351246e+04 -2.607375041022815367e+03
-1.511111090819150013e+04 -1.613311031558104878e+04 -2.605879962684704424e+03
-1.510261460072918089e+04 -1.613405420807699193e+04 -2.608006252487376514e+03
-1.511111003739597800e+04 -1.613221028272950753e+04 -2.606173758397210804e+03
-1.511479418648686988e+04 -1.613632343578938344e+04 -2.605723398084986002e+03
-1.507383743542780758e+04 -1.613904029104632900e+04 -2.606797119994511377e+03
-1.506050834466938795e+04 -1.613853300748272886e+04 -2.604571938682475775e+03
-1.509449735569241602e+04 -1.613140829901427423e+04 -2.604353127773197230e+03
-1.508490052056748391e+04 -1.613246659410794928e+04 -2.604142870702755772e+03
-1.508513016615293236e+04 -1.613037240875507996e+04 -2.602620292141938080e+03
-1.509702727439471528e+04 -1.614262944190489725e+04 -2.602555152412084681e+03
-1.510557475947005696e+04 -1.613616265917495548e+04 -2.604598439866077570e+03
-1.508895938470439614e+04 -1.613613094266339613e+04 -2.606440263657756532e+03
-1.510081220667966045e+04 -1.612603378038826668e+04 -2.601881868260439660e+03
-1.507227744144238386e+04 -1.613980933760821790e+04 -2.602159996981559289e+03
-1.506087697405295330e+04 -1.613479991023000184e+04 -2.601549082639147855e+03
-1.504048130772514014e+04 -1.614059256002333677e+04 -2.604048593206769056e+03
-1.504659688992956035e+04 -1.614157175476814700e+04 -2.605983202823178999e+03
-1.504721738324222133e+04 -1.612624312834173543e+04 -2.607543815883855586e+03
-1.505053584753400173e+04 -1.613927055010180447e+04 -2.607239741999641865e+03
-1.507470368386464543e+04 -1.613630537355264823e+04 -2.606575745918817120e+03
-1.506736874238387463e+04 -1.613480431194302400e+04 -2.609832027551425199e+03
-1.506514552970415207e+04 -1.613194276996964982e+04 -2.610425780361091711e+03
-1.507805998815207568e+04 -1.612401387920057095e+04 -2.606060138782078866e+03
-1.508950755524191663e+04 -1.612223667301692512e+04 -2.606595472193397654e+03
-1.510621063188018161e+04 -1.612900816388047679e+04 -2.609350110641540596e+03
-1.511074148229079037e+04 -1.612094394479631774e+04 -2.611068656208020002e+03
-1.509955921020114147e+04 -1.612562185823053733e+04 -2.611625280224435301e+03
-1.507706101292924905e+04 -1.613145199400752972e+04 -2.611302298550451724e+03
-1.507200317203767736e+04 -1.613658891448438408e+04 -2.608371266978671883e+03
-1.508066936372810596e+04 -1.613445391847990686e+04 -2.608917876090838945e+03
-1.511989121400553995e+04 -1.613225285549803448e+04 -2.610160079585304175e+03
-1.510797950674003368e+04 -1.612616676284929417e+04 -2.608553779466603828e+03
-1.510818222663826236e+04 -1.612564227435657813e+04 -2.610970894917885744e+03
-1.510387439327669745e+04 -1.612805194820630823e+04 -2.609563199394327512e+03
-1.510405013219090506e+04 -1.612175582502803627e+04 -2.611184334868249152e+03
-1.511427519038220271e+04 -1.611888291115800530e+04 -2.607249879031329783e+03
-1.513006092395643100e+04 -1.612449045407285485e+04 -2.608743601453858446e+03
-1.514924984871814922e+04 -1.612254464820506473e+04 -2.607698960015417470e+03
-1.514756818788635610e+04 -1.612553594040891585e+04 -2.607802416580801946e+03
-1.516267151588067827e+04 -1.611767566800819623e+04 -2.607172856874059107e+03
-1.515414227992972519e+04 -1.611767868163374806e+04 -2.607796284319327242e+03
-1.513874662775576871e+04 -1.612634623432804983e+04 -2.607012586215832926e+03
-1.515595785087695549e+04 -1.612892711959866028e+04 -2.606079297955354832e+03
-1.515774880609210231e+04 -1.613662952445497649e+04 -2.612705225305666772e+03
-1.515348207503426420e+04 -1.613394650342376553e+04 -2.609886238525537919e+03
-1.515203623053110641e+04 -1.613319597044278635e+04 -2.612053282885134649e+03
-1.513936147976715802e+04 -1.613686545624025894e+04 -2.611746128019999105e+03
-1.514525653420449999e+04 -1.612355554126282186e+04 -2.609950608910429310e+03
-1.516737475518141400e+04 -1.611463927675996638e+04 -2.608221827182803736e+03
-1.517357150519963398e+04 -1.612201051416014161e+04 -2.613854138663291451e+03
-1.517183702675837776e+04 -1.613647779125638408e+04 -2.614074285897154823e+03
-1.518953403192900987e+04 -1.612470969158763182e+04 -2.609639550868258084e+03
-1.520047312234574201e+04 -1.613329304531819434e+04 -2.610946796369436470e+03
-1.522472244290086201e+04 -1.612899059836285778e+04 -2.612396217447330855e+03
-1.520714815938210631e+04 -1.614152313791968299e+04 -2.608867684533737702e+03
-1.518604343059557687e+04 -1.614224892140559314e+04 -2.605720692348130342e+03
-1.517012041037162635e+04 -1.613920875306777452e+04 -2.605997088480842649e+03
-1.515646800320866168e+04 -1.614871154976433172e+04 -2.603886400561018036e+03
-1.512839703855357948e+04 -1.614688661364632389e+04 -2.604470751405242027e+03
-1.511242739730063477e+04 -1.615371649097281988e+04 -2.603269030581642710e+03
-1.513634739925231770e+04 -1.614926186520129522e+04 -2.603981157743662607e+03
-1.515119901078613657e+04 -1.614736379397749624e+04 -2.602202220788967225e+03
-1.513283432284653099e+04 -1.614721651520223895e+04 -2.604298988548203852e+03
-1.512884875269608347e+04 -1.614837950234061100e+04 -2.606266256533821888e+03
-1.513971045541518833e+04 -1.613615541697724257e+04 -2.607558326536984623e+03
-1.513127966155273498e+04 -1.613920325903219236e+04 -2.607887310801515468e+03
-1.517452337682870530e+04 -1.613568154356414561e+04 -2.606690235241704158e+03
-1.517144175128422103e+04 -1.614140136977298971e+04 -2.604542409782569848e+03
-1.516088865977174100e+04 -1.614512739966652225e+04 -2.609095815497606964e+03
-1.515722434865199466e+04 -1.614796768890435851e+04 -2.612133474886383283e+03
-1.516207733498462949e+04 -1.614099646800348091e+04 -2.611161075760392578e+03
-1.515975214182547825e+04 -1.614804543487859155e+04 -2.609624786480267176e+03
-1.516915412882736928e+04 -1.613902095102197745e+04 -2.610248420829414044e+03
-1.519150915924140281e+04 -1.614347112132201437e+04 -2.616399661093375471e+03
-1.519313262851820218e+04 -1.614559554204285814e+04 -2.615729568152704360e+03
-1.520445607658699009e+04 -1.614195288215102482e+04 -2.612734639929677996e+03
-1.520976726628335382e+04 -1.614891552470544229e+04 -2.613788350773540515e+03
-1.520096077463373695e+04 -1.615438631174768307e+04 -2.612837368676126061e+03
-1.517513773216313530e+04 -1.615079903474738785e+04 -2.610890580299165777e+03
-1.519700056737389968e+04 -1.615487608581055065e+04 -2.612901688094371366e+03
-1.521589425267570368e+04 -1.614484343524070573e+04 -2.605590643610564712e+03
-1.519461433371884777e+04 -1.614728444263627352e+04 -2.607428202926389076e+03
-1.516981291912655252e+04 -1.615615397728318749e+04 -2.610578143178603113e+03
-1.516488109779182196e+04 -1.615778339524736111e+04 -2.609641120248935295e+03
-1.513393965268141255e+04 -1.616425276957503047e+04 -2.607411729565479618e+03
-1.512124254863221358e+04 -1.616027717670276070e+04 -2.607176682432767848e+03
-1.511367202416356849e+04 -1.616108639933646191e+04 -2.602697146726990923e+03
-1.513035853469191352e+04 -1.615500993722117346e+04 -2.602037742645327398e+03
-1.512927970775157701e+04 -1.616142616839435141e+04 -2.603211173978006627e+03
-1.515068564394122768e+04 -1.616173736820074191e+04 -2.603838888785728614e+03
-1.514771963788825997e+04 -1.616655378478599050e+04 -2.604198488879401339e+03
-1.514299824388364505e+04 -1.617100907307037960e+04 -2.603271402262941137e+03
-1.514860191055556061e+04 -1.616159332980509498e+04 -2.610083369994787063e+03
-1.511950590034082961e+04 -1.616048070269416348e+04 -2.611616363971950250e+03
-1.512361265838900545e+04 -1.616253849155288481e+04 -2.612156640223894556e+03
-1.510362269210957311e+04 -1.616972201237850095e+04 -2.609743979908676010e+03
-1.508718143368649908e+04 -1.617154414360429291e+04 -2.601285859350876308e+03
-1.509426715844092359e+04 -1.616520236349168044e+04 -2.599725351750288610e+03
-1.508549186254549386e+04 -1.616806491559058304e+04 -2.603607725550978557e+03
-1.510725192597141177e+04 -1.615662690333402679e+04 -2.603126197033357585e+03
-1.512126999941739814e+04 -1.616494207531045322e+04 -2.608197987631243905e+03
-1.514210885937311468e+04 -1.615086013783775525e+04 -2.609128861111997139e+03
-1.511038541169829841e+04 -1.615517628067258192e+04 -2.613787866975151246e+03
