time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	time.decay.7	time.decay.8	time.decay.9	time.decay.10	
1.021606956526575232e+02 1.082784319375575706e+02 1.099199686532437426e+02 1.155330035151930588e+02 9.656601168373119037e+01 8.407333760801952849e+01 1.044815852768693958e+02 1.158926420069156507e+02 8.526826372381026431e+01 9.848303745469289083e+01
1.043674693048733673e+02 8.353680359462330784e+01 1.093173464962362971e+02 1.025600108351282103e+02 9.840193673495781468e+01 8.603317072776233942e+01 9.660806804321485686e+01 8.345381301794117235e+01 8.053333619217946193e+01 1.189473726414331054e+02
8.613765329627855749e+01 1.128630856364237331e+02 1.034922733000053654e+02 1.069769647648571436e+02 1.068666653219887337e+02 8.890833200228779276e+01 1.131934708636500204e+02 1.007905460828500281e+02 9.844267838598887010e+01 1.085481726833690743e+02
7.823463036568149676e+01 1.083739157888572606e+02 1.043116952303430196e+02 1.047403196720381686e+02 9.631302636193326805e+01 9.841334790181508652e+01 1.121336332698376452e+02 9.665956610180816710e+01 9.912164684835212825e+01 1.023907306245336031e+02
1.152765331521036387e+02 1.050369404249778569e+02 9.266784534174769306e+01 1.006322811845569021e+02 9.454933089901273036e+01 9.811976941531695218e+01 9.437083251468840217e+01 1.050690204096061677e+02 9.700962917722736734e+01 1.021474465276506720e+02
1.110955649150261877e+02 9.487609848418799174e+01 9.980705816382331363e+01 1.065852017418330888e+02 9.324119471573524720e+01 9.724615017267441885e+01 9.218993538518984110e+01 8.697141421569781983e+01 1.066178619268866612e+02 9.996860536995478697e+01
9.138107472972167500e+01 1.018725231853154867e+02 1.035056724729266051e+02 9.709456402750298309e+01 1.048930491021036744e+02 9.886746940977415932e+01 1.180596154591988807e+02 1.013180673395839051e+02 9.323791317961234881e+01 1.052817602859393133e+02
8.975120085607859721e+01 9.806989069408103887e+01 9.164558260442198900e+01 1.038829510012508877e+02 1.150173476488652113e+02 9.608483013302569020e+01 1.149113951482690652e+02 1.179362249702943188e+02 1.096829306455174446e+02 1.025248325648912555e+02
9.336684257573983814e+01 1.057956120757570915e+02 1.012645026343128336e+02 9.771963206435897575e+01 1.115061928288891693e+02 9.067053489967798896e+01 9.959558861654598161e+01 1.237830792117615601e+02 1.112433381984059650e+02 1.057311570580968123e+02
1.010258924461761580e+02 1.020629066168433496e+02 1.015897273845436075e+02 9.735185979758927033e+01 9.550662134529017067e+01 9.469266307301258223e+01 9.264964603879808180e+01 1.144211654611372921e+02 8.738503868423447329e+01 1.073376557639852393e+02
1.007486353882556784e+02 1.164273151138554994e+02 9.946731084202768614e+01 9.866166057029477088e+01 9.812865901434108196e+01 9.796582864033571525e+01 1.033155816865204315e+02 1.163481973019079021e+02 8.834820835919035176e+01 9.842336965737828791e+01
1.154142834860233080e+02 1.199613469238302770e+02 1.060384610800711158e+02 1.005524500685301490e+02 8.767586505073390413e+01 1.025309646386178031e+02 9.854016678116707340e+01 1.228044744075816652e+02 8.554798958824561339e+01 8.705850005676880699e+01
1.063572425246569395e+02 1.201437411236394297e+02 1.054728116183460429e+02 1.044125305958972660e+02 9.429555566491094964e+01 9.135825605629999302e+01 1.190981413330888188e+02 1.135159989976352932e+02 8.840021309621799617e+01 8.995337840615043490e+01
8.514105240040800027e+01 1.182167610870713759e+02 8.860745885276496381e+01 1.302182118439368423e+02 9.435507984456120312e+01 9.217605058158000020e+01 1.038001071550697816e+02 9.526445175115395614e+01 1.067120329488117818e+02 8.959186198304045945e+01
1.017505244813260958e+02 1.178711843229508531e+02 9.914754418896168886e+01 1.167352515826518982e+02 1.086100315421339957e+02 7.180105316096631896e+01 9.961046963494331408e+01 9.519775425892440524e+01 9.725263973215560043e+01 9.011729696184043803e+01
1.158352567323145479e+02 1.212209307937845324e+02 7.942737359743240688e+01 1.183970133911713134e+02 9.542388705701914375e+01 7.027859924424214455e+01 1.022431161685518362e+02 9.850257466577221521e+01 9.836395169805200567e+01 1.123927907168178990e+02
9.845371977349965675e+01 1.158803853373394475e+02 9.556811626522917891e+01 9.528024448967488524e+01 1.099403579276901013e+02 9.484167540458471990e+01 9.848056375862502421e+01 1.027501988602385268e+02 1.047815883062367845e+02 1.189190922731287117e+02
9.817785091211098347e+01 1.118243193269567115e+02 8.747817481471471979e+01 1.138876013265648055e+02 1.001432033715188510e+02 9.278387898208271167e+01 8.879053187839058126e+01 9.769937178680920908e+01 1.061636511912469700e+02 1.218855293641094022e+02
8.484985167416866148e+01 8.059830780576527332e+01 8.744647317783216067e+01 1.057545107744772253e+02 1.049736088749828014e+02 1.054957891032883737e+02 8.869013472099842943e+01 1.066934969052544773e+02 1.152016141490912844e+02 1.199257086093507070e+02
8.404501757361592240e+01 9.602578893658161974e+01 9.620484668666412631e+01 1.007893704765057947e+02 1.113696444824318803e+02 1.126334926061571480e+02 8.994943755147954789e+01 1.007610801717223978e+02 9.523680545552265642e+01 8.780074430067080016e+01
9.178144816941932049e+01 9.018119191820326819e+01 1.003614608520412474e+02 9.891321982346353536e+01 9.141795389676326522e+01 1.271768221748415613e+02 9.269559148063196119e+01 1.135903807113006110e+02 8.978476052618987069e+01 1.025682281266441436e+02
9.181312113038934797e+01 1.046655801039014477e+02 1.062236138295564274e+02 1.006773511457726329e+02 1.046468478999436655e+02 1.258405260598433557e+02 1.145816630577649562e+02 9.182010698747068034e+01 1.179104261523695811e+02 8.874643417469295059e+01
9.636323468246425250e+01 1.020016855534626927e+02 9.428320737946312136e+01 1.039651342059065087e+02 9.300446715859757774e+01 1.248269399247804046e+02 1.143796797838766395e+02 9.541223517447988911e+01 8.530681679265396156e+01 1.068676796491782994e+02
9.764687981583779219e+01 9.989982955151344868e+01 9.711001207986225836e+01 1.054363042493493623e+02 1.012220024363480064e+02 1.130388962370040815e+02 1.217440092357535804e+02 9.285376258167360675e+01 8.399362400137185602e+01 9.491199880266245259e+01
1.056379707096487550e+02 9.604163691691493909e+01 9.782611266589461252e+01 9.296457213278557674e+01 1.162500617510087864e+02 1.300193856060605526e+02 9.026281372705690842e+01 9.717547637056937049e+01 8.562366053865878257e+01 1.028373076546989040e+02
1.038516138149479104e+02 1.007188354321244788e+02 1.061821298748272397e+02 9.578612670045990285e+01 8.123337314559265110e+01 7.370360560720699539e+01 9.584687524981124795e+01 1.064741570580258099e+02 1.108117370705755462e+02 1.074313487550223556e+02
1.079924765132931839e+02 8.864276248379232470e+01 1.117874472863304902e+02 1.086306098104317641e+02 1.048182313978866489e+02 1.144043012405472268e+02 1.005951017183191567e+02 1.231610028432494630e+02 8.617605924635276438e+01 1.014286089374759001e+02
1.053858278488052633e+02 9.967602051540404773e+01 1.016110038741707911e+02 9.800827979839073123e+01 1.206144686807286348e+02 8.750004418668676465e+01 9.680721076988413643e+01 1.172644933375632377e+02 8.085093663563910127e+01 9.763046810464072678e+01
1.064832611550619674e+02 9.839029124105320534e+01 1.000220904139070512e+02 9.035996258114387558e+01 1.205891380829776551e+02 9.084885868699200273e+01 1.061000766468885104e+02 8.360299534559896983e+01 1.098367584881725918e+02 1.158128756742747782e+02
8.218905671950116698e+01 1.042129642211316565e+02 9.762795440524072887e+01 9.335470188494909394e+01 8.521275542393132696e+01 9.342430021372709348e+01 8.765650333013013551e+01 8.463781041614730327e+01 9.947875744704475665e+01 1.218512894669675575e+02
9.162803196764866698e+01 1.080262518401987677e+02 1.017997029185872719e+02 8.898531382294274295e+01 8.603187647285865580e+01 1.097687514845212036e+02 1.120367945735488604e+02 8.758730348547079814e+01 1.023106856222989904e+02 9.427196782063219871e+01
1.037260051411786890e+02 1.068693947790744119e+02 1.085937591540897387e+02 1.264923875233234014e+02 7.854016534156518503e+01 9.114829034959818443e+01 1.070965839208692643e+02 9.520121193306877672e+01 1.022558625684854690e+02 9.482404526980909054e+01
9.257853404883930182e+01 1.037987706730758930e+02 8.635455911202035395e+01 1.230032387906052662e+02 1.250332864014992822e+02 9.536044366890864410e+01 8.974780716911412526e+01 1.054832541333660032e+02 1.106107972746113575e+02 8.873914013622120933e+01
1.044096943619263413e+02 1.146042578092017550e+02 1.020370445500453798e+02 8.623906495221584123e+01 1.016410843297400959e+02 9.506797711356043123e+01 9.871229627231821269e+01 1.084111982247766406e+02 1.124268193904465960e+02 8.235143048614962424e+01
1.111371315303097447e+02 1.030692385350770621e+02 1.067823685621928007e+02 1.029693660465495242e+02 1.088029256179159887e+02 1.105129073733285026e+02 9.227089921146146878e+01 9.593408244435659071e+01 1.032312970493800037e+02 8.800781049384869448e+01
1.116618986531147470e+02 1.023267925152436533e+02 1.089166313385788101e+02 1.126904473132687201e+02 1.194583675620218770e+02 1.060059107671830532e+02 1.042852405386315979e+02 1.094503965967320056e+02 9.318497530503935877e+01 8.547300260196315946e+01
1.084167549983472298e+02 9.775942963216769499e+01 1.003208219956437404e+02 9.933311330515212489e+01 9.942312678591250119e+01 1.079803089824102074e+02 1.006232049952719478e+02 9.666189153559176361e+01 1.280559788802807475e+02 8.674567173000900766e+01
1.149327391605584978e+02 8.710751073613178619e+01 1.040132134300925770e+02 1.110577892748884494e+02 1.174118477399629654e+02 1.067199571311732882e+02 1.002433080162661270e+02 1.108235048680091950e+02 1.114962981128059027e+02 8.750297686849249601e+01
1.075378569909640731e+02 1.118853880560571525e+02 9.393224276770237680e+01 1.096554440205502488e+02 1.145487624920272793e+02 9.949677004999678331e+01 1.009766584679485959e+02 1.112527845703773721e+02 9.145200867791805877e+01 9.058977317978326482e+01
1.112904022542847855e+02 1.272202796933664217e+02 9.432680050937199212e+01 9.993004483054964737e+01 9.590516059194598597e+01 9.186355875995482734e+01 1.015245089065581112e+02 8.851596926304154067e+01 8.813635066553811725e+01 9.787184899857022913e+01
9.522479213567230261e+01 1.044958776973422658e+02 9.775920243666371334e+01 8.247872143151053592e+01 1.014688328382938778e+02 1.065295116667992659e+02 1.003981536830326462e+02 8.557340796082527845e+01 8.874663360679194568e+01 1.106610488140237294e+02
9.853414771085593316e+01 9.197584502089664227e+01 9.480281668224021985e+01 1.197780792234326555e+02 8.686691113846330836e+01 1.067837464613309919e+02 9.939947155670289192e+01 8.796855381814610553e+01 1.001973283785189750e+02 9.602580737734393779e+01
1.005761313814960261e+02 1.037447555882984744e+02 8.539334413309077831e+01 1.086592805777254682e+02 8.894224965470949940e+01 8.973418071985301481e+01 9.925005171280322713e+01 1.050151661023116105e+02 8.487690435184002524e+01 1.068038584764691734e+02
1.057535380085595165e+02 9.107832660370846156e+01 9.394653991698430673e+01 1.200316910476795016e+02 1.094617663904068365e+02 9.969449842869093459e+01 1.032895902969914914e+02 9.551873413880967689e+01 8.683585906688219325e+01 1.023401915304382044e+02
9.413046740578568006e+01 1.089612315072130002e+02 9.975622527449212384e+01 9.759450789302252360e+01 8.800108817047188836e+01 1.023746132766585504e+02 9.761796633775803400e+01 1.049372404914736734e+02 8.804905146022427687e+01 1.079003999463513992e+02
8.833021833460932726e+01 1.048059323945576296e+02 1.160577999660290516e+02 9.045171670206099179e+01 1.075513671895143375e+02 9.575120750643830547e+01 9.769952869416746921e+01 1.085777677167534137e+02 9.754720036281418061e+01 8.572917504486190410e+01
7.781909476930898961e+01 1.037434668289377697e+02 1.100513155087064092e+02 9.257807414025992898e+01 9.901493227702876254e+01 8.693343295646121760e+01 1.034993166745650228e+02 1.036822124135620697e+02 1.008080086881929276e+02 9.006671852017905167e+01
8.980198259600463473e+01 9.571490972640273753e+01 1.064399390825233240e+02 9.083879130327974849e+01 9.999264168184703294e+01 1.000361160154317304e+02 1.122842396771704330e+02 9.824168104503618792e+01 8.714905241649537970e+01 9.487466636256132801e+01
9.669472954707478607e+01 1.207100047019664828e+02 1.088668837894133219e+02 9.110099223284532854e+01 1.003121522355311868e+02 9.056167379514346294e+01 1.071129128206383996e+02 1.307812270588611909e+02 9.627925151268037496e+01 9.420503478918078599e+01
9.300303468029201781e+01 7.658512724912054637e+01 9.632345185950039479e+01 9.521743678655032284e+01 1.175262023731281431e+02 1.111340342121841758e+02 1.090016702194072735e+02 1.278125120765532472e+02 8.658187118611365918e+01 9.846700619230148277e+01
9.326304172826121430e+01 7.365756483020504675e+01 1.059436462396529777e+02 1.084259578324797388e+02 1.051615900050959738e+02 1.072783667505719762e+02 1.074234173109030621e+02 1.283148628050417983e+02 1.098222309949804441e+02 1.113654944737391901e+02
1.048291977116712843e+02 9.785707505863157962e+01 9.029037229208053361e+01 8.803458835156590112e+01 9.738023516891291820e+01 1.066706065657577653e+02 1.102613714526644060e+02 9.490758817879802223e+01 1.164406984479568479e+02 9.628176736024973081e+01
1.037869157070096264e+02 1.046804391222359385e+02 9.942027855735905462e+01 1.007740903279218685e+02 9.062936168253712310e+01 1.098799434929038199e+02 1.129740117224787355e+02 7.525423820308809297e+01 1.039694771520850054e+02 1.009495927555826853e+02
9.635331614166656777e+01 9.132619035953177900e+01 9.640733600374707635e+01 8.796859292311172851e+01 1.090548344602957513e+02 1.077365515781080774e+02 1.242569409815977650e+02 1.007719095025669844e+02 1.061147272210104830e+02 9.228126660367897216e+01
9.957619690147524238e+01 9.223068878009988225e+01 9.016052704478209989e+01 8.128306088933955209e+01 9.203419310541075049e+01 1.019315501652779119e+02 9.634724208377411969e+01 1.030069962053068053e+02 1.153683424585670849e+02 1.021822003871129851e+02
1.048814633618252969e+02 1.056765183591834614e+02 1.287407405798992386e+02 1.117901516327765421e+02 9.603617447232655024e+01 1.018154957189709933e+02 9.515749127057230794e+01 8.640254362464204974e+01 9.053421972127337369e+01 1.140393917073599255e+02
1.137921055618298993e+02 1.055311477911137104e+02 9.873932298492879056e+01 1.081751522973860062e+02 9.547891542275074528e+01 1.045022499886179617e+02 1.020508316488898970e+02 1.142834270272449828e+02 8.973062642212509843e+01 8.985509195937571292e+01
9.287318177922597329e+01 1.053893497502394894e+02 9.600064163612773882e+01 9.330226238843503950e+01 9.540880380138251837e+01 9.669809671916560490e+01 9.499685695125464235e+01 1.012227232697528336e+02 1.030243499754264178e+02 8.955629049214235238e+01
1.005284334433837046e+02 9.952760257939189614e+01 1.000118042137895031e+02 1.061963005065120456e+02 9.872235375927814971e+01 1.031833639002532834e+02 1.025782454253696443e+02 9.840137004190226833e+01 1.002608744402597978e+02 1.110843965405676954e+02
9.179513981477069251e+01 1.014944539067674611e+02 9.038356902507896962e+01 9.900318855341049584e+01 9.722439941249560036e+01 1.060367822550900740e+02 1.010837896587582065e+02 9.428533086524217310e+01 1.022734351188358914e+02 1.021902617597587692e+02
9.837926231353819162e+01 1.291317691643641012e+02 8.244911260218984239e+01 1.020949765395961890e+02 9.630969893144271055e+01 8.926208086659640628e+01 9.629399898599206153e+01 9.166498813297931747e+01 1.057816757716875742e+02 9.864930273045591491e+01
9.671319396130051871e+01 1.161498962477963062e+02 1.071445165895846827e+02 1.007695525934825014e+02 1.061729396279960014e+02 1.051337133922640845e+02 1.133160542893691627e+02 1.063763033015669777e+02 1.130635920936872765e+02 1.119147018992648412e+02
9.911467793279048522e+01 1.094404298199827110e+02 9.615738890689459595e+01 1.068756966326940301e+02 1.033548608204633155e+02 1.051114941637915479e+02 1.154955200283561112e+02 1.045333603528471400e+02 1.133551331007184189e+02 9.403192471093232996e+01
1.081733045512570470e+02 1.077083841953904084e+02 9.521392113818856728e+01 9.919403883273865574e+01 1.027980195031973665e+02 9.275597050189512061e+01 7.907726760105165908e+01 1.103186509626162604e+02 9.215046528135468407e+01 9.305365744518702797e+01
9.358435731575221439e+01 1.040708540935535922e+02 9.601195274628881293e+01 9.739301462097029116e+01 1.064521281760498397e+02 9.987623265147604457e+01 8.019397804618667180e+01 9.486689226803883912e+01 1.113882343341585681e+02 1.092499195386958490e+02
8.098982685847867913e+01 1.043186156164960749e+02 1.095616498592904406e+02 9.541517971411721533e+01 1.021140969700428656e+02 8.600093599177871795e+01 8.807316446426582957e+01 1.068491131669901222e+02 1.085784741879706417e+02 9.967730228434973583e+01
1.062641812745839616e+02 9.879557348274815354e+01 8.872849096870157837e+01 1.122997111469218225e+02 9.158850314609053100e+01 1.058758602218699423e+02 9.010029161628256134e+01 1.065651000881646269e+02 9.511330949647697253e+01 9.705743915677770417e+01
9.689578263724189355e+01 9.870741977718181204e+01 8.837547370449803452e+01 1.001451943196499741e+02 1.075318553031944333e+02 9.141100348642618201e+01 1.022267842783435583e+02 1.118006094550533476e+02 1.027263164385422556e+02 8.699861479879663761e+01
9.832093985957456539e+01 1.000915795474878820e+02 1.080740657651913068e+02 1.021996960616942829e+02 9.993821492168737564e+01 1.180781367847943386e+02 9.140228162010123469e+01 1.010635859186649554e+02 9.880705420120116855e+01 1.072577821748014060e+02
9.468833073259868627e+01 9.714382104523106420e+01 1.146946160876167227e+02 1.102181464771681618e+02 1.119590528829356231e+02 7.965812308926896890e+01 9.712862731178068998e+01 9.581429759253076384e+01 9.864135550619059245e+01 1.072684756653115699e+02
1.017459859842808498e+02 1.062487736859305585e+02 8.962340721322613035e+01 1.144431176895917019e+02 9.550098660556477626e+01 8.590915506357589493e+01 9.771150079994376370e+01 9.579174821907787418e+01 9.609832399913226197e+01 1.132951911498354605e+02
9.319232157153018647e+01 1.070416357573484873e+02 8.589847634440675961e+01 1.029651911701414804e+02 9.394046354157978840e+01 9.153125759745464052e+01 9.252109271427332260e+01 1.066373671471819620e+02 8.787364169513759293e+01 9.587951747431822014e+01
9.693332397540655165e+01 1.116976586344414102e+02 1.153595217546127714e+02 1.101631909443215704e+02 9.308464363192925362e+01 1.050902486715365711e+02 1.104481378131566771e+02 1.079673437402769451e+02 9.704959472019928057e+01 1.122862350490103722e+02
1.011621931109670811e+02 8.960007629599537893e+01 9.421816603765653042e+01 9.615094985161948671e+01 9.457852304592375958e+01 9.026926406206816011e+01 8.003891725309162553e+01 1.005815275246742715e+02 9.875021559924181247e+01 1.020872728445160078e+02
9.714526073961994257e+01 1.075495728528656230e+02 9.990143848518071934e+01 1.123226401046005662e+02 9.165810958931135133e+01 1.026808229570594193e+02 8.292843525872056887e+01 1.057062602748646469e+02 9.148570966203926957e+01 1.004316908592412574e+02
1.089943092667776341e+02 1.037948103495457559e+02 9.846986960220924345e+01 1.129214171143505752e+02 9.016356766941746059e+01 8.956830554124661603e+01 8.942189598971441455e+01 1.054521882735434986e+02 8.635509952365781317e+01 1.135799314344506854e+02
9.738744013412690492e+01 8.810025142169473611e+01 1.030432320566917781e+02 9.653863034901900164e+01 9.976084739123433565e+01 8.479811882951092628e+01 1.033574843720451923e+02 1.012834933977500214e+02 1.169807053927764144e+02 1.155729081627488881e+02
8.519483751973551477e+01 1.093318465269801720e+02 1.030001143758422586e+02 1.018325831986941097e+02 1.025217748398059712e+02 1.024393542853706833e+02 9.462119048026090695e+01 8.991524876940607669e+01 1.047463998050573082e+02 8.344615259308449140e+01
1.078638932624341038e+02 8.619333829758076604e+01 1.038981707906154668e+02 1.009883629232209756e+02 1.096918872991045504e+02 1.012969912269725938e+02 9.001339220232270577e+01 9.402915075146195534e+01 1.066008759316621592e+02 8.339029009628214340e+01
9.910634053104278962e+01 1.020412351698048639e+02 9.411469239517461460e+01 9.450343703779877558e+01 8.724202271534295505e+01 9.571676566833677668e+01 9.926168946046492181e+01 1.078161093161053117e+02 1.039085363170033816e+02 8.336236291034910550e+01
1.050288435490110430e+02 9.843802624856088812e+01 9.467860246864290730e+01 1.181233076990740614e+02 8.932074802066634334e+01 9.496350945695549228e+01 9.331991566957191253e+01 9.370633288600409116e+01 8.707993923729362962e+01 1.148585492964116384e+02
9.239994238425869355e+01 1.057690640980922012e+02 1.013549763527412182e+02 9.768050164647183919e+01 1.080506036408912536e+02 9.060275064149628577e+01 9.823792358851244444e+01 9.549705477982890045e+01 1.110167234906753038e+02 8.966607079572065686e+01
9.864325109746515352e+01 1.109818448213491990e+02 1.044043602636466801e+02 1.012879658142916810e+02 1.066059284725448606e+02 1.117425953865791257e+02 1.023677107158065240e+02 9.108324783368210831e+01 1.047843780475485431e+02 1.083632915924923878e+02
9.424147445369031573e+01 1.119136104611969671e+02 9.201532443465245592e+01 1.044175189373910797e+02 1.050635306799004383e+02 8.805353941825245556e+01 9.638682552231321665e+01 1.043555576893527643e+02 1.071008744673762152e+02 9.940664851139430880e+01
9.074549386059300105e+01 1.004734516868009564e+02 1.166418937215358085e+02 1.037152025449691735e+02 1.056669621243159298e+02 1.012248506613975536e+02 9.168872402682200118e+01 9.711781321300891534e+01 9.425125204685295444e+01 9.860311302064459937e+01
9.311223505307032156e+01 9.035744548641211793e+01 8.290636664334495265e+01 1.003535889341159901e+02 9.463583627175692925e+01 9.684016397012644006e+01 1.038240866681882153e+02 1.049056388211322570e+02 9.427498449475353937e+01 9.725663056050255761e+01
1.035596756675595458e+02 9.125493608130474854e+01 8.958510612445894594e+01 9.997458226728130626e+01 1.219056339795990311e+02 1.139412739077807117e+02 1.002945053420107229e+02 8.903215011393039902e+01 1.153036300026685979e+02 1.022067100041719812e+02
1.041029602523673532e+02 8.112079677640940645e+01 8.733200593688448521e+01 9.692750713532294071e+01 8.548562739580243885e+01 8.345087820984221594e+01 1.003597543945526382e+02 1.160363015397943656e+02 1.078023918744750063e+02 8.480777913388743627e+01
1.047781303996104043e+02 9.614684682259955650e+01 9.584128875741428999e+01 1.004058383703909669e+02 1.231079931718061289e+02 8.486914502199932997e+01 1.080715900732193262e+02 9.556822761331665106e+01 1.096657496720728773e+02 1.148252466330048662e+02
9.477827112533725540e+01 9.428796840989660666e+01 9.835025941620777701e+01 1.102224145674063038e+02 1.090117450442118923e+02 9.141352680261512376e+01 9.046759864353236935e+01 1.017579761833518717e+02 1.132378105882028336e+02 1.147558548009654658e+02
1.001309013993433013e+02 8.002363682781789578e+01 9.189355637942810517e+01 1.081144567042451001e+02 1.076972079238693567e+02 1.010872550784450823e+02 9.772197676546868195e+01 1.046158449885588340e+02 1.034397282714091375e+02 8.984946619825349501e+01
1.080166751836343622e+02 7.996050137135213731e+01 9.350511596431769590e+01 9.943600615897463513e+01 9.334721473393094016e+01 1.092154383802372735e+02 9.932510452502910425e+01 9.658961401495426458e+01 1.070303808225476700e+02 9.677244965945440924e+01
9.761748092844142377e+01 9.182223068442559111e+01 1.030434100307375047e+02 8.882438324126957241e+01 1.042469137552819802e+02 1.105514866185341418e+02 1.014209991265199022e+02 9.815838361337075924e+01 8.503244183322482286e+01 9.065137034575026576e+01
9.190146673465511640e+01 1.236517567543469909e+02 1.049526140616148666e+02 8.623414429358228972e+01 1.001598271749798101e+02 1.031270484875030888e+02 9.547734879119900597e+01 1.005055671722258239e+02 1.131459293387775347e+02 1.009165216006550594e+02
8.948055925255391685e+01 1.105323790558488497e+02 9.852790183480952635e+01 7.994468249590856601e+01 1.018843349239443654e+02 9.303781054330593747e+01 1.003485576626625857e+02 7.849825073319527746e+01 1.101622518617600122e+02 1.093825180308520686e+02
1.008449970076280806e+02 1.104857865072831942e+02 1.069490353858466847e+02 7.958803462694071129e+01 9.949479287656529891e+01 1.166566898219550694e+02 9.645586859668345880e+01 8.090380978471168305e+01 1.292510842045860500e+02 1.235991484879620828e+02
1.035068954073026362e+02 9.246605055676407403e+01 1.070235962747915011e+02 7.979825132243328767e+01 9.935133808675509215e+01 1.109530430642495276e+02 9.958400321299679092e+01 8.111805919348719840e+01 1.276419543053290653e+02 9.836013935017189169e+01
1.007339846856914676e+02 1.077646740280576410e+02 1.104313345604945340e+02 1.121986667500992496e+02 9.452093019537619512e+01 1.118674378124643454e+02 8.881000096777718511e+01 1.113698689625084484e+02 1.134418626433383963e+02 1.118285097584887495e+02
1.075109598864096370e+02 9.293288861865275408e+01 9.985554701134884681e+01 1.178156502710695150e+02 1.099718510916078174e+02 9.856256093480675418e+01 9.867482632340563953e+01 1.046834272243816315e+02 1.064694188226000335e+02 8.688992346574653425e+01
9.526002084611397436e+01 8.714637631671109830e+01 8.745816881803852993e+01 1.105677485979204988e+02 1.023049981517400795e+02 9.800074718611315916e+01 1.060328200043907430e+02 1.077187627576390128e+02 1.083533982807298770e+02 8.823288860987369731e+01
9.992224933431801048e+01 1.117963029032865592e+02 8.752856402331130425e+01 9.801189947486574283e+01 9.647989388500992902e+01 8.979831600628071442e+01 1.141242622268699733e+02 1.022494141335178881e+02 9.384748659314904273e+01 1.055784692193511916e+02
9.035991659222831629e+01 1.039907153089507403e+02 9.045284761776075300e+01 1.058073545894191057e+02 1.082215706559768194e+02 8.943479523311906121e+01 1.142568826116195879e+02 1.119448693227909786e+02 9.075429493686598903e+01 1.030253491057736568e+02
1.055686407842601398e+02 1.001243214428375836e+02 7.730999993707035856e+01 1.017532712346661299e+02 1.133099247668247926e+02 9.585883764117218675e+01 1.102285129368661387e+02 1.107616543647147722e+02 7.673086091468263703e+01 1.047000862312317651e+02
8.651061118034110109e+01 1.012999132560644568e+02 1.050373678922931049e+02 1.008125349788462586e+02 8.676701435479934332e+01 1.198525560054236792e+02 1.099825124069962072e+02 9.627268930856469353e+01 1.122982789413480447e+02 1.014054899025234562e+02
9.722628844894205713e+01 9.841447974960045997e+01 1.173056150097127528e+02 9.404684596214517001e+01 9.863958125204216287e+01 1.147199286640021683e+02 9.223009837678525003e+01 1.205664164814297408e+02 1.108473063737046260e+02 1.051069794024606807e+02
9.422757670154260268e+01 9.183515991374949294e+01 1.188115722532315743e+02 9.565019774910241779e+01 8.449691632521582108e+01 8.339814320920577018e+01 9.486999428792574918e+01 9.406453485795424285e+01 8.783236246435596684e+01 9.004509122385913145e+01
1.030682064430421718e+02 9.389787710536030829e+01 1.105620756543995640e+02 1.067998159668027824e+02 9.514964839872732227e+01 1.271043227686203068e+02 9.956778762693035389e+01 9.242734145318159733e+01 1.081407962822079298e+02 9.211648828060759797e+01
9.719063102635534790e+01 1.019599239878811119e+02 1.096891590169200299e+02 1.066974609351324119e+02 1.011029106440300183e+02 1.247951712419341845e+02 8.189529289405427903e+01 1.036214282765506027e+02 1.177326247967178574e+02 9.016866662198042093e+01
1.056795896707775171e+02 9.201243668772382023e+01 1.016239963891655691e+02 1.151806590221433737e+02 9.891451798435677745e+01 9.753933435373220107e+01 9.787410687129175813e+01 9.882667679817673445e+01 1.170375642308157467e+02 9.592184779372198022e+01
9.883587938918931570e+01 1.072959557344234582e+02 9.722617173854416706e+01 1.047902205373681284e+02 9.398238019248682917e+01 1.085024039234750433e+02 1.069787603966020413e+02 9.648416304432723223e+01 9.717261654228943257e+01 1.084906090576704969e+02
9.863624943157115865e+01 1.067122177275250579e+02 9.533462741525967488e+01 9.144105676748799283e+01 1.030164770714850135e+02 1.060232552640576245e+02 1.063077837996378037e+02 9.091285937399372585e+01 1.026205935913226739e+02 1.128820001119863861e+02
1.073963313109463513e+02 1.074916229817185069e+02 9.827966754934662674e+01 1.129919006057431830e+02 9.301469708037917883e+01 9.583428009262803471e+01 9.759905903392925097e+01 1.050219598842623583e+02 1.053924144946892909e+02 1.166347393973941990e+02
9.273641528857510252e+01 1.061742701735381900e+02 9.792617761034738066e+01 9.593828057601017179e+01 8.612755529454538816e+01 9.677952099024018651e+01 9.185406051152145324e+01 9.667715656531376567e+01 9.071278355408256289e+01 1.173865744895609851e+02
1.037586307857750114e+02 9.897380653889271684e+01 1.045578407809270800e+02 1.062994787602813886e+02 1.031959907524337154e+02 1.037501778254254674e+02 8.187379236920548919e+01 9.622933830238980590e+01 9.301168995623869762e+01 1.015152948585634505e+02
9.494791005342071344e+01 1.175323222774384675e+02 9.810944167770637137e+01 1.081236401702827692e+02 1.069264193295033891e+02 1.005968452840521365e+02 9.708967874979647661e+01 1.030075150402935975e+02 9.981407324292287342e+01 9.534975131089443323e+01
9.478589900012092073e+01 9.649495162271367121e+01 9.105460451148113066e+01 9.709005361219212205e+01 9.202170310112920504e+01 9.776848831837781972e+01 1.056517974186887301e+02 9.872370389465625351e+01 8.984442258506354051e+01 1.086758763601539641e+02
