word.concentration.1	word.concentration.2	word.concentration.3	word.concentration.4	word.concentration.5	word.concentration.6	word.concentration.7	word.concentration.8	word.concentration.9	word.concentration.10	word.concentration.11	word.concentration.12	
9.983599136201311453e+00 9.885976931867570983e+00 8.564062297288515424e+00 8.169967376884303079e+00 9.665020196946423781e+00 9.840253475646656867e+00 7.562468500824191864e+00 9.404618309219914707e+00 9.405463664062342133e+00 9.822177328737602409e+00 9.850940881339736777e+00 9.784390767240703113e+00
9.963548866208371990e+00 9.965546934214314589e+00 8.825858250334604804e+00 8.881129177038133093e+00 9.670669475555037309e+00 9.949725161284069586e+00 8.027560177742358860e+00 9.011224451402830127e+00 9.599703037571853059e+00 9.840152837053819823e+00 9.494162113453015195e+00 9.155362050269811647e+00
9.810356179675286725e+00 9.732103286167475886e+00 9.999070354821729012e+00 9.900529299608670897e+00 9.788078559761933306e+00 9.909003500483169802e+00 6.892466891054711553e+00 8.849326116278412258e+00 9.669588022279956618e+00 9.415755121770656544e+00 9.719548614041453760e+00 9.892555681725443861e+00
9.825302667194751649e+00 9.739348670764654159e+00 9.980150858417674797e+00 6.265604950875731660e+00 9.371734781857226082e+00 9.845511406732335047e+00 8.071540667913192024e+00 9.793910744347726904e+00 8.430674554357365125e+00 9.415321169439886617e+00 8.698291604603959115e+00 9.521744323076235972e+00
9.839570926751864732e+00 9.936976121503686699e+00 9.556700279000724052e+00 8.148509568361147259e+00 9.795758759381989478e+00 9.954948704494096745e+00 8.818572634392648268e+00 9.778268040429656693e+00 8.886961353941400077e+00 9.856315589303846991e+00 8.785524989535787199e+00 7.721209873773084986e+00
9.952651876600038250e+00 9.939466694512171685e+00 9.033141546096581820e+00 8.639464541823180355e+00 9.768200101452828576e+00 9.900804920846013601e+00 9.250312038165484196e+00 9.495750442168327865e+00 7.733065393518724129e+00 9.524964121065394806e+00 9.749015504391625342e+00 9.951312812410799680e+00
9.951437060169025628e+00 9.758413612394068792e+00 9.695845068934717759e+00 9.506014030025189854e+00 9.845244573991390524e+00 9.838872423442326820e+00 7.906822539859319932e+00 9.440292459922929424e+00 9.156748394680757741e+00 9.794736520249779588e+00 9.755142381748775904e+00 8.617134074136028943e+00
9.897884094865139204e+00 9.770387349684163780e+00 9.623151080398647750e+00 7.976602306517429852e+00 9.812612455149068325e+00 9.859338205247295761e+00 5.455176195605766054e+00 9.886533388531775657e+00 9.108768926363815410e+00 7.839528757007064641e+00 9.651407756418290518e+00 8.483410224439985825e+00
9.841014603436748942e+00 9.933612374335465844e+00 9.762347891334588468e+00 5.785665924890472489e+00 9.762237467557104864e+00 9.883745997591990573e+00 8.941234642941651600e+00 9.819102951730309670e+00 9.373310026431358466e+00 9.507797595810076885e+00 9.797183782605900504e+00 9.881662649623523365e+00
9.847255640255740516e+00 9.869534364423088846e+00 9.781175391820033482e+00 5.957958610758836926e+00 9.987846720210612261e+00 9.931379936675419629e+00 8.863318338251202633e+00 9.890843845034337889e+00 9.599428509595670178e+00 8.964753446415222982e+00 9.772307939745601857e+00 9.638740417990328879e+00
9.994458121687591401e+00 9.799944513341708685e+00 9.597814381473231293e+00 5.481523385461389175e+00 9.992263879880901811e+00 9.922411734467457833e+00 9.678334461282760870e+00 9.410593602654463652e+00 8.975054928590896708e+00 9.161186210853008660e+00 8.981276398874259215e+00 8.318251679279452304e+00
9.930524825420841140e+00 9.748665921825164560e+00 9.788607818233575841e+00 6.695880001207445531e+00 9.942136741292440405e+00 9.879699795597952416e+00 7.564893338208278806e+00 9.918429117701753839e+00 9.440080999306234233e+00 9.849540327820543339e+00 8.854986362083570484e+00 8.491366348952215759e+00
9.991930837197026349e+00 9.580791171564669639e+00 9.799089622718373249e+00 7.090756727908388513e+00 9.901425481944741591e+00 9.904041748095449904e+00 9.138726105666169275e+00 9.804995343301165178e+00 9.312916619348456493e+00 9.013611968128575569e+00 9.838530966711584114e+00 9.522224755968009546e+00
9.970052889171016730e+00 9.801539158918398442e+00 9.937410173405988090e+00 8.238990769666607150e+00 9.994244754677977127e+00 9.975333958652338850e+00 8.618156802386931048e+00 9.902468835884773668e+00 9.048945714948603225e+00 9.128805754359396119e+00 9.749956524028258187e+00 9.591177704098223344e+00
9.962826551076737758e+00 9.790245256656708861e+00 9.775338912953321469e+00 9.174877393773680723e+00 9.487959120388595124e+00 9.952702423505510154e+00 9.670188821233637100e+00 9.927532712417402649e+00 8.280843347500377760e+00 9.093839356553013786e+00 9.720471528611286161e+00 9.505989429770838939e+00
9.953629010285331091e+00 9.999685685360930165e+00 9.133099952224867479e+00 9.376262666589008532e+00 9.715934912523421119e+00 9.946961176495321411e+00 9.856284402311183968e+00 8.998777052387065822e+00 8.137117549681192941e+00 9.620027920993909021e+00 9.779766862116510140e+00 9.347721400191259633e+00
9.910932880987729732e+00 9.961386673929743196e+00 9.620575272807263545e+00 9.161332826289696030e+00 9.971597405418386018e+00 9.724261796742425190e+00 9.796593373378788883e+00 8.488723262419583193e+00 8.699835112578865548e+00 9.032398848730577967e+00 9.805093268165087750e+00 8.721034303112658037e+00
9.906847900568147125e+00 9.917247052487867975e+00 9.354705496440425705e+00 9.405950452786875360e+00 9.781291795263893363e+00 9.704959540090618120e+00 9.984469309440761720e+00 8.741737227054404258e+00 9.334299167661001206e+00 9.663406942250471587e+00 9.824586246892680563e+00 9.134878904522199861e+00
9.902680776104988425e+00 9.969413672109050495e+00 9.648045396339393065e+00 9.609030545050591954e+00 9.471784262914416885e+00 9.832048877979801205e+00 8.018677029098988385e+00 9.222302682609615943e+00 9.914867465020051895e+00 9.920513376202181988e+00 9.578704725284802990e+00 8.361234610596984140e+00
9.948395097582928059e+00 9.661313095363620818e+00 9.092002831467535628e+00 9.206638385613210573e+00 9.595910624156598345e+00 9.928904712866856386e+00 8.671133798949449911e+00 9.370812828512789849e+00 9.675403528931783015e+00 9.900989560472581275e+00 9.699536496184981260e+00 9.667942885618106885e+00
9.942329522769780326e+00 9.683008665243534097e+00 9.856893596743077524e+00 9.201671424706521663e+00 9.633092313724915812e+00 9.982378889881971418e+00 7.926431678864434005e+00 9.064768796882955115e+00 9.313291797634951408e+00 9.143185731611509937e+00 9.553075246379393093e+00 9.307284668250744630e+00
9.973717673378745374e+00 9.747530964512002072e+00 9.881004998536324635e+00 7.192877746166853825e+00 9.826197836780268702e+00 9.910594909231047467e+00 9.675231010549520505e+00 9.968025017702172974e+00 9.451289195710096180e+00 9.138469555835818880e+00 9.687152793823589292e+00 9.047853539400488643e+00
9.955144491998304090e+00 9.970017450252187885e+00 9.924084799602983509e+00 8.990687079195138764e+00 9.799965982524406982e+00 9.838860348947493506e+00 9.682420503645566612e+00 8.787213180474859442e+00 9.445670175546069913e+00 9.124202245826406710e+00 9.200364035172924559e+00 9.357264034188217394e+00
9.937266448161320653e+00 9.971387472790752327e+00 8.786162778705337573e+00 7.436170352141409090e+00 9.958613890806097046e+00 9.902124558914014330e+00 9.822550107687808563e+00 8.921398747464845513e+00 8.787794398537176477e+00 7.849264732360611063e+00 9.640215504712358552e+00 8.250151644574073018e+00
9.910439554312114652e+00 9.967748383604856599e+00 9.332492096498523182e+00 8.211191778292628030e+00 9.934093783980030068e+00 9.892683599261772542e+00 9.142417099154604543e+00 9.779279273137891693e+00 9.497534519800360897e+00 9.650048186588904287e+00 9.547393276170204501e+00 9.287071059584029342e+00
9.926593758903283771e+00 9.970307170103316352e+00 9.471391314447846099e+00 7.570204902763229882e+00 9.862613100493321738e+00 9.821120643656735538e+00 9.162748438973654430e+00 9.941800346892765816e+00 9.773137620574049222e+00 9.856744006416443327e+00 9.991586001002769279e+00 8.726666950016801039e+00
9.983937673457191408e+00 9.860306698420718163e+00 9.884139858114574295e+00 7.906406333202506076e+00 9.851273252735996522e+00 9.994488041217012508e+00 7.747385329491014438e+00 9.556478957377892769e+00 9.944430854911223250e+00 9.893590362657382897e+00 8.859060503823290134e+00 8.915222128034510973e+00
9.943739451757009462e+00 9.950270989024339485e+00 9.901974253154170569e+00 9.542347735813523357e+00 9.862948899670588077e+00 9.943440639937543679e+00 9.432704301498084476e+00 9.359059089913653651e+00 9.981510400322218146e+00 6.929506732917432466e+00 9.006157354726132880e+00 8.643664772236887117e+00
9.977810493590382634e+00 9.885727441049603215e+00 9.710203380229694758e+00 8.196743431842655525e+00 9.586381090804959371e+00 9.943865450484310031e+00 8.955776831508178049e+00 9.440450881815001694e+00 9.317654668624587799e+00 8.322773059612968538e+00 8.943897435659398099e+00 9.116962360532893328e+00
9.942083851034842823e+00 9.867970920617768371e+00 9.968534378130215146e+00 8.370194894101567584e+00 9.988742024416843890e+00 9.921795353025467890e+00 8.093718981312088445e+00 9.444495727049943667e+00 9.306389244366668478e+00 9.329596087865025922e+00 9.823583599434471125e+00 9.435141744718555046e+00
9.912992548822863625e+00 9.946386518931129572e+00 9.967264518286945929e+00 8.820526188058742889e+00 9.981486689339529761e+00 9.893882403305278572e+00 9.780534263124906147e+00 9.945434858656781785e+00 9.441131008217540810e+00 9.241907131342092185e+00 9.887107478039762753e+00 9.716768260118731959e+00
9.839842354834441807e+00 9.971269759678918376e+00 9.916045530675605235e+00 7.645619582624443744e+00 9.963477943291950467e+00 9.898734959571806158e+00 9.780445060281206082e+00 9.618428340428565093e+00 9.867669380118286426e+00 9.268596357667586716e+00 9.639788421187578393e+00 9.719442503338461492e+00
9.980904257733291374e+00 9.854850866141445564e+00 9.320168953664913047e+00 9.504382414400183166e+00 9.960936077642978503e+00 9.980303044417453862e+00 9.847154811133155050e+00 9.958503767813876806e+00 9.999678396034594741e+00 9.341778729661744052e+00 9.900649211016929740e+00 8.760042926456279133e+00
9.965261905261531439e+00 9.883857996333553331e+00 9.518546254603265311e+00 8.395161941850439291e+00 9.927930637948056969e+00 9.967571463351875494e+00 9.592066643747344301e+00 9.956973140781375520e+00 9.917866013080143262e+00 9.933747954495675714e+00 9.948113506147109319e+00 8.382597688082725540e+00
9.977516340707969889e+00 9.851192898574357315e+00 9.662777708134859367e+00 8.421041953014974268e+00 9.955877802625490602e+00 9.969427741131550391e+00 9.080369246501129865e+00 9.429336641004752551e+00 9.787320235130527735e+00 9.320616898715325505e+00 9.913708704895372037e+00 6.774732808399730466e+00
9.952368171808055664e+00 9.991497788290899962e+00 9.841686728224498637e+00 9.160186945660877100e+00 9.997247235746248961e+00 9.942073010965842172e+00 8.308873361223255927e+00 9.216080565910104383e+00 8.671835034697178202e+00 9.521162918893679716e+00 9.576550207419080252e+00 9.596881500834673062e+00
9.929504935619883454e+00 9.957391058930468830e+00 9.980917756098520499e+00 9.908825612365442126e+00 9.961490468659205177e+00 9.968694341847466944e+00 7.417156179209085209e+00 9.291295702999889272e+00 9.323918283913004146e+00 9.542774181548479007e+00 9.278747059905890993e+00 9.335497704992121726e+00
9.962865739875587323e+00 9.944763232161625055e+00 9.945110296290083696e+00 5.870126754723611562e+00 9.702239630577013330e+00 9.960552451905783755e+00 9.353510403442331977e+00 9.810270721469395383e+00 9.841743761076108044e+00 7.411160151012543551e+00 9.246256987134715999e+00 9.310070078766601753e+00
9.959390078752292652e+00 9.950615748865416776e+00 9.869763420363293349e+00 5.944017213817235579e+00 9.871471285750574864e+00 9.989985977412057849e+00 9.614193381098028013e+00 9.778765145862672981e+00 9.891565127922568479e+00 8.279166298424765813e+00 9.734495874393562787e+00 9.826786088526203500e+00
9.925730272956322153e+00 9.867378053183541553e+00 9.677037257390304958e+00 9.658256470989453391e+00 9.633083737098688815e+00 9.850533881687590920e+00 9.985714313211699888e+00 9.932113843669414521e+00 9.330812321779548668e+00 7.582451612760280568e+00 9.965571028364463402e+00 8.779573564897468430e+00
9.931047988797496728e+00 9.998736312397383585e+00 9.748952713502186285e+00 7.216386670394395075e+00 9.503702835050555464e+00 9.792000396185549960e+00 7.112056125049107891e+00 9.753867687173222834e+00 8.355399051223171725e+00 7.663263744107222664e+00 9.996662549233182204e+00 8.352749209164764821e+00
9.902115796849095375e+00 9.944031377239364033e+00 9.842372525571819963e+00 9.690840321898683385e+00 9.820785049090419605e+00 9.748647546954906318e+00 9.677296647235284155e+00 9.821407570383890118e+00 9.463388332101327904e+00 9.045941063220034550e+00 9.885960445466292157e+00 8.370090398362856732e+00
9.888145563358024859e+00 9.974402350382746363e+00 9.874818081641670631e+00 8.234921744471630944e+00 9.910289514341350525e+00 9.831405832759745778e+00 8.850884596878756838e+00 9.698987743825995267e+00 9.299690546224711696e+00 9.579935835223851726e+00 9.037290969713380306e+00 7.478576568737933528e+00
9.978384198397016291e+00 9.848044404898288917e+00 9.961906935588579870e+00 7.761392229986817881e+00 9.914307384874291529e+00 9.989159564830471183e+00 8.480077437569102372e+00 9.662789252170568943e+00 9.126026514752942020e+00 9.636712803087199575e+00 9.734665108824632540e+00 5.503907666833731227e+00
9.977422186068398702e+00 9.815098416202665987e+00 9.331344108651162372e+00 9.003482206323802473e+00 9.933563026434899967e+00 9.981285762843329579e+00 8.190657577863968086e+00 9.756848813267128051e+00 9.564721262688928860e+00 9.681097638281052298e+00 9.758036491087086262e+00 8.816339012106537254e+00
9.991808586758269328e+00 9.507618308932475060e+00 9.645563523752199941e+00 8.959700034506637323e+00 9.939286406022727505e+00 9.943043869755314290e+00 5.898724129128116722e+00 9.818782427126844681e+00 9.983522411291295029e+00 9.849513680973688068e+00 9.783979976853066418e+00 9.214810401862054690e+00
9.985213513905184968e+00 9.143627228151167685e+00 9.878370711991790287e+00 9.136030766344104492e+00 9.940414230269086104e+00 9.868417728429314195e+00 5.898741588158491922e+00 9.754700782717119267e+00 8.795848450023706633e+00 9.039308933400171497e+00 9.885562862220600877e+00 9.027166837235609975e+00
9.981162329961071222e+00 9.706002915837341760e+00 9.989924716314648734e+00 7.304344501701548253e+00 9.974192422625383969e+00 9.868041713567020423e+00 8.835271075398823726e+00 8.864470820422688746e+00 7.807812870038280728e+00 9.107642616372576327e+00 9.709823965587430550e+00 9.928924527955768298e+00
9.926996024809378483e+00 9.684503858576817947e+00 9.965567610851167046e+00 7.222225084209718204e+00 9.991330498354018985e+00 9.912329062923767253e+00 7.917366734623552560e+00 8.955799913929899603e+00 8.290898126383185129e+00 8.599416625107393131e+00 9.699146261288264625e+00 9.486367791137395145e+00
9.998728042881579015e+00 9.962791070231858725e+00 9.899691142797696131e+00 8.445869383143255860e+00 9.901084066331721445e+00 9.772893187396364922e+00 8.125506293134524327e+00 9.432628247754713868e+00 8.898218061913677701e+00 9.809271947909840250e+00 9.923953682897540318e+00 9.657557662326370362e+00
9.935631125518479934e+00 9.957470835177213431e+00 9.864972061813226389e+00 9.485079333941802915e+00 9.388667738418408959e+00 9.973226855015958847e+00 8.277525292262286172e+00 9.598939254573593871e+00 8.800879598773923007e+00 9.784855625801247569e+00 9.551760264809100676e+00 7.893222727215492007e+00
9.682003209294986590e+00 9.837274010328549423e+00 9.661307541998565895e+00 8.729665558808799020e+00 9.393000963122284830e+00 9.907459622923694198e+00 9.616568753518979662e+00 9.644403810033161051e+00 9.976196963400662199e+00 9.549006422749648948e+00 9.852234569826224586e+00 7.955778852226206510e+00
9.797881446233443370e+00 9.790273174186893357e+00 9.393717356772270932e+00 9.835946650930006641e+00 9.848705235935437230e+00 9.930574005669248194e+00 7.682208265171531103e+00 9.718504565591210564e+00 8.782762764704127534e+00 9.594790318440864496e+00 9.745771942972812241e+00 8.056626831635803399e+00
9.896104637915879465e+00 9.915320564551800331e+00 9.230765630092436780e+00 9.431173486624057745e+00 9.934871198992890839e+00 9.986199967412707323e+00 8.962545044419835349e+00 9.895549047317867775e+00 9.530717882061241042e+00 8.939046714907862068e+00 9.640889889107610244e+00 9.790921567555857408e+00
9.784241050942659612e+00 9.724346965818078559e+00 9.817432469833674347e+00 8.936969152123133142e+00 9.896957203301827377e+00 9.839950531732281291e+00 7.606312251694413717e+00 9.915816941262391992e+00 9.823025678848322784e+00 6.962318659534576959e+00 9.734927909544797586e+00 7.945493933185338697e+00
9.731026128584975510e+00 9.973182030773189766e+00 9.980368356137219621e+00 9.587856642284682707e+00 9.842133144549050527e+00 9.800345516630265763e+00 7.122930044669519845e+00 9.879707271441638738e+00 9.102430361798239389e+00 8.158425679490051152e+00 9.789940864681620170e+00 9.643869001056579293e+00
9.752573584136031926e+00 9.966754200742800052e+00 9.660985249072428616e+00 9.287543124884615864e+00 9.966765724377440350e+00 9.947143647297442826e+00 7.155927055738818154e+00 9.935767292301740383e+00 9.796486238069512353e+00 9.099195780892832985e+00 9.188570510577555694e+00 9.716633194600774459e+00
9.981770801209579602e+00 9.914792997136450126e+00 9.919748754892347975e+00 9.217756203861707576e+00 9.809947076429482493e+00 9.953340572281714316e+00 7.489404811001028506e+00 9.968961589486706742e+00 9.803521288826601676e+00 9.464470848750559995e+00 9.059894529681351116e+00 8.662651380871128737e+00
9.989893569148291519e+00 9.648784171501105789e+00 9.336058146864910867e+00 9.330868918882615048e+00 9.793517925920529166e+00 9.845444419122623358e+00 7.692160303003217514e+00 9.291677273239782764e+00 9.622740092994526151e+00 9.157407465929528811e+00 8.307350202693388752e+00 8.854621934310184628e+00
9.980216149049994101e+00 9.828551466124885394e+00 9.409447804751325251e+00 9.193335599056412732e+00 9.957648254154761958e+00 9.888640004730479660e+00 8.473163728783898563e+00 9.642996076493536961e+00 9.851336050373539877e+00 9.640816726421434169e+00 7.901710713164828093e+00 8.446809001362227676e+00
9.991970095156183618e+00 9.931459146257131110e+00 9.893409991392900338e+00 9.275867571316080529e+00 9.944276962786917196e+00 9.818879098570070241e+00 9.641342377647191597e+00 9.071491680977763039e+00 9.850662995366576524e+00 9.730545873103505272e+00 7.752132147371696647e+00 9.797181673822617398e+00
9.941549558724585012e+00 9.954696180509159831e+00 9.900067418070817027e+00 9.308654646953140599e+00 9.955262845212850209e+00 9.992024051569385890e+00 9.196977573538688944e+00 8.653971012006969943e+00 9.902603797873579694e+00 8.770327076799139476e+00 9.004345641462098371e+00 9.888343437792929791e+00
9.945461246124363441e+00 9.758376449572056188e+00 9.927853034538218324e+00 8.239677555962417799e+00 9.865095896895713423e+00 9.999856817961083166e+00 9.040767677754587339e+00 9.192203007658564573e+00 9.429145248973522797e+00 8.780880900840728032e+00 8.967210725763013812e+00 9.351337292496712195e+00
9.958014626305276451e+00 9.890272228675904387e+00 9.694515153656402262e+00 7.977028381436730875e+00 9.871185803964147354e+00 9.996666403090321396e+00 9.276326750575414337e+00 9.385731577218157540e+00 9.710070576756095306e+00 9.922621690005712480e+00 9.933754450276445880e+00 7.853571172118686938e+00
9.817172432993572784e+00 9.810032988953526711e+00 9.525045384701645190e+00 8.403838524320955017e+00 9.918282625196209068e+00 9.988087196021465886e+00 8.693052171740001555e+00 9.550023749069010748e+00 9.891288402688214632e+00 9.666845583551943122e+00 9.839381431043880966e+00 9.947847948273238927e+00
9.893279016639507262e+00 9.872127285938017138e+00 9.593340675923869298e+00 7.486956750486027268e+00 9.997679206027275001e+00 9.998186922754030093e+00 9.675325786408766504e+00 8.909989060796124960e+00 8.615118472535009175e+00 9.964775909139241605e+00 9.473610880359364828e+00 8.552104881745430376e+00
9.983332894378818878e+00 9.848719524040099316e+00 9.525770454163200895e+00 8.797354235431178893e+00 9.939338614170265984e+00 9.705386937527583413e+00 7.277653883104895804e+00 9.554097084928555361e+00 8.941791075794375487e+00 9.915498814509877690e+00 9.962576093893192208e+00 9.516949975770430115e+00
9.984325692640689809e+00 9.957526108525174280e+00 9.537288411454925452e+00 8.839377486017157892e+00 9.984942298760040913e+00 9.743019002168480824e+00 7.925172535521956441e+00 9.621352278639974998e+00 8.626735976304280129e+00 8.863350849261081521e+00 9.991716169385188806e+00 9.528062938905257795e+00
9.976667340946555385e+00 9.976930138143618620e+00 9.543512505452735439e+00 9.789533356091126848e+00 9.908381264507081454e+00 9.674990815058785998e+00 7.603589938265244541e+00 9.529916140401544666e+00 8.609283496668071578e+00 9.456387173534551494e+00 9.675079175580970414e+00 8.151799538506834253e+00
9.993636673126871983e+00 9.988650007556438837e+00 9.860274879302306061e+00 8.933153325593053751e+00 9.879283111263976735e+00 9.805134166640177895e+00 7.882812972991281697e+00 9.503865653250828771e+00 9.980420626427410014e+00 7.849117850305439070e+00 9.425691970591826063e+00 8.256471066642212975e+00
9.923748150136265878e+00 9.848636007619186117e+00 9.884565198109116935e+00 7.502589868791928573e+00 9.947618756193733702e+00 9.999715540571100902e+00 7.418138132687872144e+00 8.856941546234136098e+00 9.897853183143119793e+00 6.923656238344456426e+00 9.855940862107528844e+00 7.484576326091464615e+00
9.939249251184326894e+00 9.822907426787962137e+00 9.794375228108675557e+00 9.905150561579764812e+00 9.962262640920849677e+00 9.784030357821803747e+00 9.254335955999525964e+00 8.936558976670372800e+00 9.968795299358705009e+00 9.562353929947374098e+00 9.986772199784811122e+00 9.390370356985158651e+00
9.888328182903917352e+00 9.768792463578403584e+00 9.421081576838687965e+00 9.989670090606924902e+00 9.635936395097171925e+00 9.850729214623006769e+00 9.510592395911814378e+00 9.977234568975269724e+00 9.625433168110550497e+00 9.346641342138026332e+00 9.889298059902145610e+00 9.153926053700988774e+00
9.858931562319714459e+00 9.561863978630716687e+00 9.584311913430274998e+00 9.871316100009417838e+00 9.853020230764933274e+00 9.867840278532197473e+00 8.203739676406332393e+00 8.730849229239703746e+00 9.823635331633425949e+00 8.877410841061170288e+00 9.860618907725179128e+00 9.564094142488116290e+00
9.811977551203481696e+00 9.978243336823343412e+00 9.833820254144121975e+00 9.965548229638278244e+00 9.979283762264376634e+00 9.906001022451222937e+00 7.427673074118505525e+00 8.782043381156656281e+00 9.621900902741932882e+00 9.714529150154952220e+00 9.763697964733662360e+00 9.275411341722719527e+00
9.930196612757550056e+00 9.943233989383184479e+00 9.506194001554002071e+00 9.897923422919872039e+00 9.911254105831106997e+00 9.988175547640430807e+00 7.658285019071003674e+00 8.937906433786883653e+00 9.240992289836675866e+00 8.660758072401050001e+00 9.694229438074755123e+00 8.023177082523227810e+00
9.908104403502793645e+00 9.907591885977412360e+00 9.016663314130624940e+00 9.578204464962036369e+00 9.861889004642769407e+00 9.992815882599344945e+00 9.128802727182296906e+00 8.909493220770309918e+00 9.989466065988017007e+00 9.355793430396330379e+00 9.852192623081327483e+00 9.679549042547151316e+00
9.919354295135315525e+00 9.998069962734618343e+00 9.065544829146496397e+00 8.448254935065854454e+00 9.847200591967395056e+00 9.996782484964297666e+00 9.458140526400088177e+00 9.266692056537381816e+00 9.615638183030835506e+00 9.162062116918660237e+00 9.597159377916366196e+00 9.289525083983811271e+00
9.947668965791535811e+00 9.873349926091091078e+00 9.715029927843474411e+00 8.984690944246658262e+00 9.858661721887242990e+00 9.932280562880535513e+00 9.232800302277002658e+00 8.944407933117233256e+00 9.570541010457084496e+00 8.499494952444488050e+00 9.616620823334461221e+00 8.440341419663347722e+00
9.945065665863648263e+00 9.759239585976878573e+00 9.728253610161328169e+00 8.538854667883615690e+00 9.892922948301874797e+00 9.934169317165252977e+00 8.125781775609988600e+00 9.464971290279049043e+00 9.403802501962807980e+00 8.889527599223420395e+00 9.947607565313376199e+00 8.681234232949687879e+00
9.864291832297711338e+00 9.613473347144090297e+00 9.811405809072601514e+00 9.842459566048578523e+00 9.878431327663212969e+00 9.436866518644800195e+00 8.235513658213630350e+00 9.964326882216381520e+00 9.298879589571104276e+00 9.073204560571760169e+00 9.550642659190357264e+00 8.828427482002535243e+00
9.926559470972156518e+00 9.944814085198348863e+00 9.960399112532579480e+00 9.934321972936423606e+00 9.861570015418141821e+00 9.901607924324164145e+00 8.741196787346529717e+00 9.960570628290996709e+00 9.719479631979194068e+00 9.954684343157673254e+00 9.840905159694656845e+00 8.373791946740691827e+00
9.935310904718056335e+00 9.929387902186874726e+00 9.969452431108024371e+00 9.450324547739628045e+00 9.973424306001383854e+00 9.933659554153086546e+00 8.870107196241027836e+00 9.932380268168371273e+00 9.693325439595131598e+00 9.952545945098913549e+00 9.545124243585105361e+00 9.640774243672868948e+00
9.938971501983541401e+00 9.986546994592817583e+00 9.487345741107764852e+00 9.828309359905624376e+00 9.868933003164256590e+00 9.663221128433008289e+00 8.728384942457692475e+00 9.982749594219940903e+00 9.852863798560111519e+00 9.710914320590369186e+00 9.178301889820355441e+00 9.940159960556558261e+00
9.922859609893562194e+00 9.992973801141737056e+00 9.607947142884816216e+00 9.993778455872888600e+00 9.753376656379840526e+00 9.695196965634082176e+00 9.627941988182195487e+00 9.769385407796754350e+00 9.778457316047765246e+00 9.397706921776730837e+00 9.069726204350065046e+00 9.573052536552706826e+00
9.954458223047215171e+00 9.925472683146917774e+00 9.690649775069628546e+00 9.006504131272301095e+00 9.369990121445692211e+00 9.891051064220500066e+00 8.357632083135744239e+00 9.732192312144903212e+00 9.399937093425588586e+00 8.227260294971314281e+00 9.723916954195450657e+00 9.386097570364936971e+00
9.980657138081554081e+00 9.979613819307093792e+00 9.830820641701203400e+00 9.820319523350129032e+00 9.892772389584136405e+00 9.925403120341679042e+00 8.979067049364655162e+00 9.536887690913777860e+00 9.762664435610012958e+00 9.144791584057623268e+00 9.928400125358383121e+00 9.995117914113592406e+00
9.933676881311560791e+00 9.977001243774177297e+00 9.881887639843524695e+00 8.659900215104499921e+00 9.972368384646077999e+00 9.946273985343808022e+00 9.013266263958355395e+00 9.846827736436368994e+00 9.766797019105919020e+00 8.350154855253682840e+00 9.949955405266186048e+00 8.954413368409548823e+00
9.911039890168240163e+00 9.950646280646193276e+00 9.965007134526496557e+00 8.370666672110704809e+00 9.816201228306614013e+00 9.678001308494295074e+00 9.184786553495523975e+00 9.876128225156067586e+00 9.751222892643307105e+00 7.719439384971488849e+00 9.895750940846543386e+00 9.206566073520356497e+00
9.921794859814783152e+00 9.987997632763757849e+00 9.947246584129713298e+00 6.718087161132475060e+00 9.940982619645263085e+00 9.740192383279934418e+00 7.913180818765328972e+00 9.907659477648000035e+00 9.450087622598253745e+00 9.848503547346465936e+00 9.914299942620631967e+00 9.071871759104080724e+00
9.933045174865773319e+00 9.967320116128950858e+00 9.613579606706569081e+00 7.385496383653885388e+00 9.906822834559280366e+00 9.876976563773263607e+00 9.641382343289174983e+00 9.996296334566668662e+00 8.927730399239935721e+00 9.980019482589675306e+00 9.963259884593110627e+00 8.437611142999511316e+00
9.980760901037237787e+00 9.971881631783874766e+00 9.969110158836443247e+00 9.639728848267353101e+00 9.961942174441501763e+00 9.781838175048672923e+00 9.311364142100019947e+00 9.988045127254780553e+00 9.795849106006096818e+00 8.307885662032466811e+00 9.860697898581072707e+00 7.608060330694705442e+00
9.834910099247709425e+00 9.977542542584625807e+00 9.932546783948859925e+00 9.974320765013597878e+00 9.805125671168621437e+00 9.774173262124913109e+00 7.452223002323878909e+00 9.948825641060345504e+00 9.677804532198150511e+00 8.422238765047199038e+00 9.855223000533063882e+00 6.994691600264014930e+00
9.946940880338763336e+00 9.830773820719986844e+00 9.657139604467374738e+00 9.802601467553055059e+00 9.878347197822055392e+00 9.561142366635841938e+00 7.152299470505708356e+00 9.906525160880187642e+00 9.721971994144137597e+00 8.948467817925230605e+00 9.996435910568637340e+00 9.582885421604192544e+00
9.996782280596150372e+00 9.912427140914676471e+00 9.873599363591919698e+00 8.836616951026558198e+00 9.921428354139578687e+00 9.933020909945952326e+00 7.594497357334533127e+00 9.981483841347618124e+00 9.664358616205710462e+00 8.964932839179351021e+00 9.450453329591926632e+00 8.302816749435130816e+00
9.996535855050188601e+00 9.922812680725714429e+00 9.766532820967228190e+00 7.829641843121105893e+00 9.983779620355662132e+00 9.980323921778591512e+00 6.904704175825840728e+00 9.774320458985879867e+00 9.891806896590662035e+00 8.382928766145086641e+00 9.751068700872004058e+00 9.897675779010059571e+00
