time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	time.decay.7	time.decay.8	time.decay.9	time.decay.10	time.decay.11	time.decay.12	
9.937994630001782070e+01 1.005051742710393938e+02 1.153019793006048985e+02 1.061011798102273644e+02 1.066871910772756280e+02 9.576994343235134011e+01 1.041208958702858638e+02 1.092151354035492545e+02 9.178178528673220171e+01 8.716100598955947021e+01 8.543879510178318526e+01 9.912432868823009358e+01
1.005374798155912401e+02 9.875923162868082272e+01 1.227273746822362313e+02 9.530523966052930973e+01 1.002698202594567505e+02 1.041472170881292101e+02 9.435714559924856815e+01 1.164947600445463252e+02 9.343706351464305726e+01 9.492336158593995776e+01 8.843059573032491016e+01 1.118258092883962860e+02
9.638439374182793529e+01 1.077531104104745054e+02 9.417127686101844120e+01 9.330690618465105501e+01 9.484123926883211197e+01 1.154699437997342528e+02 1.116154429916897186e+02 1.093087719327574519e+02 1.047089676736767672e+02 1.000916412016487982e+02 1.106532968935463117e+02 9.595967012124741302e+01
9.755129265740215772e+01 1.052758886200465724e+02 9.292886423408231167e+01 8.686987327041562423e+01 9.125651806516955844e+01 1.020907653947889600e+02 1.028361329030655611e+02 1.081872324606970608e+02 9.333516407812774673e+01 1.110273529103098298e+02 8.740602383492344529e+01 1.072059363516749215e+02
1.019100762084287055e+02 9.033246796177614613e+01 9.416153174925339897e+01 9.962481855041900758e+01 1.101197374236713529e+02 1.057258981122671884e+02 9.385601801973012925e+01 9.667311578474158296e+01 7.910554687078862912e+01 8.936528087944401477e+01 9.964292982461084591e+01 9.772247028364114385e+01
1.009996340961834420e+02 1.093854477664673368e+02 1.004628097685561698e+02 1.110880290003946413e+02 1.076226991966607045e+02 1.060090872367347856e+02 9.790938288452086624e+01 9.702819485826739765e+01 1.193603969449515745e+02 1.068078605616698695e+02 1.115532591416530579e+02 9.326538808764941280e+01
1.016824410379059742e+02 8.827468281218285995e+01 9.915685600971721669e+01 1.021412553758128610e+02 1.081097915708209314e+02 1.075247117320823804e+02 1.005776177277834051e+02 1.024455461768761069e+02 1.246340527846978432e+02 1.033722982812754623e+02 9.555038399524008241e+01 1.004141214926770260e+02
1.079996745129398761e+02 1.106364987458113660e+02 9.981468259689344791e+01 9.944784145758166005e+01 1.034490362546679876e+02 1.072699162141530422e+02 9.966105882931364590e+01 9.781406458302144813e+01 1.019143836567536141e+02 1.022029667803550836e+02 1.030560523080899031e+02 8.781871699898123040e+01
1.070249715359679072e+02 1.019858882433827603e+02 1.000041442063227919e+02 1.020715868657823648e+02 9.800153787564242691e+01 1.116397702613953413e+02 1.070498950131706408e+02 9.448467780794706528e+01 9.986653357388905761e+01 9.301332536564265752e+01 1.004503538014716639e+02 1.000166136799599599e+02
8.918615649968717207e+01 9.791437509875099465e+01 8.222616478361769055e+01 9.338280583293088455e+01 1.061321759183033890e+02 1.022276246260506127e+02 8.558071250634772298e+01 9.647825351682355688e+01 9.559026607394800124e+01 9.933461381230300447e+01 1.093311984321277066e+02 9.693924412714247296e+01
1.177860921178432818e+02 9.459622488720184208e+01 8.066703927505406568e+01 9.934483589960130701e+01 1.035240770566352637e+02 9.870030335715625824e+01 7.942251341909158668e+01 9.938057951424002567e+01 1.319908888026617433e+02 9.394918214879763241e+01 1.004208390689372408e+02 9.447810377641245339e+01
1.141079015267616654e+02 9.470169329573539585e+01 1.052133633047611454e+02 1.016175657360322049e+02 1.045019240935755533e+02 1.174140529117783842e+02 1.175879345892217600e+02 9.452701648190237904e+01 7.879915891088666058e+01 9.973440281752418457e+01 1.017104242821997104e+02 9.619216114243315019e+01
1.039395169668104870e+02 1.087108146423545207e+02 1.083290311605651226e+02 1.191648928009959718e+02 9.508708595190618951e+01 1.034873008895972930e+02 9.206553624729127705e+01 1.194922801825073009e+02 7.827409829071170577e+01 1.044292290870015734e+02 1.024729116366872574e+02 9.587683537749352070e+01
1.285310889617595649e+02 1.074691898486131265e+02 9.855044905534705890e+01 1.063542137070503202e+02 1.109753836994499068e+02 1.051852443547497273e+02 9.247966742982157484e+01 1.095569865065395021e+02 8.679100500972955956e+01 1.212112186692131957e+02 9.072895303038043835e+01 8.976619422348647959e+01
1.044651554863525575e+02 1.270013757379829542e+02 1.045445756949182794e+02 1.093191652974715709e+02 1.084103519406169340e+02 9.047192543921727292e+01 9.200040812817570668e+01 9.694604290109865019e+01 9.310883882828825620e+01 1.252554805037937626e+02 9.818240935448562823e+01 8.586249527661993852e+01
1.062406828246154049e+02 8.164591098610463860e+01 1.062050566081172036e+02 1.097863658679074206e+02 9.091116321831488278e+01 1.057995251580871070e+02 1.042971153434367864e+02 1.079608044268855167e+02 8.032383255485135010e+01 1.197097124764061675e+02 9.428103500406125193e+01 8.272867304563575885e+01
1.041665016846075957e+02 9.031605407564315158e+01 1.079268268074087018e+02 1.031447199305727196e+02 9.718605599895931846e+01 1.009982044800212577e+02 1.045372199840938237e+02 1.090934364469598279e+02 8.035423784720927642e+01 9.584617491214716267e+01 1.115274869185819995e+02 1.261159506185351233e+02
1.061618099555956434e+02 1.088839390319243989e+02 9.366847020981431626e+01 1.018599105155031594e+02 1.142330779758124493e+02 1.192092676495072112e+02 9.518717421751011898e+01 1.002568422508740014e+02 9.163749482068045893e+01 9.657728469267685512e+01 1.146098553650097216e+02 1.229750347984344785e+02
9.100941913117921445e+01 1.113397887658890681e+02 1.080788979285793232e+02 9.119007135812429965e+01 9.184561207849027653e+01 9.907642662567693037e+01 9.413801244026427639e+01 8.774052686943751667e+01 9.705073200549891510e+01 1.066680750513806117e+02 1.206987208044076283e+02 1.226367111979958793e+02
1.071293566575112095e+02 1.073091884115227685e+02 8.745398425580739854e+01 1.054519316919810450e+02 9.969767214026576596e+01 9.571651132111820459e+01 8.312418746908045364e+01 1.083336005374311810e+02 1.065978048505554625e+02 1.100387631187942930e+02 9.658384837485222363e+01 1.269734856267772187e+02
9.555869843584721934e+01 8.924071988958436918e+01 1.193017008330426307e+02 9.256870614668088137e+01 1.004764750595365115e+02 1.062603422986463215e+02 8.957697329330103742e+01 1.069589359056034112e+02 9.818747629494006901e+01 1.064692236674509047e+02 1.135032363072519104e+02 1.198661106140557990e+02
9.664729221082349397e+01 8.184216616637439756e+01 9.868412683622237580e+01 9.600524773140803347e+01 1.019633277109164453e+02 9.418282519380639428e+01 1.095992232807052602e+02 1.063234957315105760e+02 9.783486481189876827e+01 9.361259734625744500e+01 1.091435278040272578e+02 1.197403744922132489e+02
9.738906339400628553e+01 1.068724892289475292e+02 9.760293429386570097e+01 8.780611370291450157e+01 1.170244561487757551e+02 9.630260133922917021e+01 1.018959610500070028e+02 9.353972373187153266e+01 9.756606470718966762e+01 9.640964953958433625e+01 1.002724604539578621e+02 1.134394865615354036e+02
1.061253932018702244e+02 9.433014229556839325e+01 1.011772724839377418e+02 1.044086051175773520e+02 7.959203173587748381e+01 1.097143920615113473e+02 9.582002950317233569e+01 1.045148775334853326e+02 9.280874869939481187e+01 9.310344654541877674e+01 1.006436596196647884e+02 1.267198142958231983e+02
9.334098506177402044e+01 1.116926325536552582e+02 1.009104916726417969e+02 9.362649352639117240e+01 7.873048701987015363e+01 9.819488974435199680e+01 1.013102962365481972e+02 1.025457754028657149e+02 9.504735801414604168e+01 1.038783900561774658e+02 9.313931076014119981e+01 9.347454678928927763e+01
1.096761052502963594e+02 1.076554547627723508e+02 1.055904083179667055e+02 1.042617849408560886e+02 1.144708330025437562e+02 1.020424762834272485e+02 9.641864801589814249e+01 8.505764151737699308e+01 1.150386911377631662e+02 1.189990713777126814e+02 1.012774629249780105e+02 9.859489180975431566e+01
1.100076497733351886e+02 9.546435404750286580e+01 9.038115812799335913e+01 9.711693786329591660e+01 8.926821613134417532e+01 1.013749656263063343e+02 1.142452550518927978e+02 9.047381648085843153e+01 1.052359716531213962e+02 9.215345987556688101e+01 1.083844891158703945e+02 9.655982953892576859e+01
1.008230976807415971e+02 1.144631142356821272e+02 1.027729811739821457e+02 1.082059422700712332e+02 8.421644604719392646e+01 9.745739468708296727e+01 1.011242601553497735e+02 1.101125608526905637e+02 1.045703271312253548e+02 8.716072288908736709e+01 9.393199995735375296e+01 9.438253912460828587e+01
1.199985982836771683e+02 1.106381003417487250e+02 9.402119354614617919e+01 1.144449342563613925e+02 1.069415095120522494e+02 9.271506786766579467e+01 9.680542969687486732e+01 9.103685102744432811e+01 1.052251231535367992e+02 1.113109468764258736e+02 1.012243051052954428e+02 9.835244664843609996e+01
9.719434490811471505e+01 8.285988286954835758e+01 9.934414676066938910e+01 8.640163628515765026e+01 1.055647473053079466e+02 9.601314215032230948e+01 9.785909189883832937e+01 1.087946143340875125e+02 1.052753849857303408e+02 9.680188345959646767e+01 1.144137135591437584e+02 1.039588914949839875e+02
1.039455936141031884e+02 1.013887284878966994e+02 9.392823977286739989e+01 1.001291872686207256e+02 9.479826173356465802e+01 8.945478593771628084e+01 1.179501784172404655e+02 1.024181181969605774e+02 9.099560651172203052e+01 9.356723536143741171e+01 8.803832548680040304e+01 9.696780513363475507e+01
1.061593902778371046e+02 1.001298426262755470e+02 1.023678939010816578e+02 1.145080411777204290e+02 1.083859096497871519e+02 1.079876682554007061e+02 7.952535796153740932e+01 7.975450330927077403e+01 1.010400156116844101e+02 9.902506032165142358e+01 1.108017041934019886e+02 1.075599075502076118e+02
1.086689907830106137e+02 1.084701377101674069e+02 1.018602635407719106e+02 1.014445748132923342e+02 9.304746444044953080e+01 1.064923796936813858e+02 9.248752721154230017e+01 8.574569294274562026e+01 1.054730751716408292e+02 1.115237688789774637e+02 9.910394028349948314e+01 9.087492364795352273e+01
1.038077197580193172e+02 1.008121110984440918e+02 1.065631683401491614e+02 1.021723904665307572e+02 1.033426044997039668e+02 1.085121217494036188e+02 1.047948404818900343e+02 9.372141860759876408e+01 1.125769540784837659e+02 9.803892872745795728e+01 9.523151042567781133e+01 9.733716794294372221e+01
1.103415347057983524e+02 9.680656513394546892e+01 9.309060975754631784e+01 9.260334272857298288e+01 9.965657685847796188e+01 1.247874084677867899e+02 1.039077417303357009e+02 1.023970604924148802e+02 9.567983549458043058e+01 9.014471833651154498e+01 1.134648555232518135e+02 9.907773259918340614e+01
1.009668899791522847e+02 9.925466543845367084e+01 8.880828019448433963e+01 1.027110371816272902e+02 1.035055159868187360e+02 1.283756392514152083e+02 1.018166246209019050e+02 8.829761956025313907e+01 9.216195782972613415e+01 9.816108895523282740e+01 1.034908011654617752e+02 1.033277125796071516e+02
8.387508221300473110e+01 1.047442337221268502e+02 9.200730482164745183e+01 1.041398108183828697e+02 1.148979190488774123e+02 1.268645901652213013e+02 9.854399899267360752e+01 9.694889888673418454e+01 8.480842704884494765e+01 1.015166789904282894e+02 1.127900467901289687e+02 1.076622978087099938e+02
1.178112728288851514e+02 1.049440645784995496e+02 9.463557759531536817e+01 7.917489466352061811e+01 1.065579751685620664e+02 1.246222916004907262e+02 1.085853129316758583e+02 9.720497768496902324e+01 1.149787850481305611e+02 1.082758965395439787e+02 1.112498944708613067e+02 9.548441299958662398e+01
1.125651388589736115e+02 1.008780788126441763e+02 8.084634441354816659e+01 8.962704864147399064e+01 1.007730860763105198e+02 8.664445954423780449e+01 9.391997524906572892e+01 1.065575319823764460e+02 1.018981291274273104e+02 1.050581035419844227e+02 1.091844518539455891e+02 1.063370981476659125e+02
9.341148107318831251e+01 1.013961296366494196e+02 9.486134997565602589e+01 1.026369500359735696e+02 1.086907178473077096e+02 8.824040568583208710e+01 1.038698335332616409e+02 9.656914536357504630e+01 9.788012737331726498e+01 1.002918510020298868e+02 1.070085644065873964e+02 9.917955868279888421e+01
8.637658603170719118e+01 1.037287741738328890e+02 9.170366129183526027e+01 1.007154974532727465e+02 9.826675591688814393e+01 8.338166055977606561e+01 1.042837237450519297e+02 1.029082996732446560e+02 9.129091236568658019e+01 9.226121423832628921e+01 9.571980262905867676e+01 9.391582382114327743e+01
1.110266610663146594e+02 9.097305425017971459e+01 1.043362972934252468e+02 1.016985493099996773e+02 9.886225862316422308e+01 1.333586880490269664e+02 1.012648381533927733e+02 9.465462236215562086e+01 1.049131887900409197e+02 1.016194641144409445e+02 9.882881528352788791e+01 1.063393036553109425e+02
1.095000968706935680e+02 9.330982174616733005e+01 1.063195004993935697e+02 9.069980410742658705e+01 9.446973433068976078e+01 1.043343945731452607e+02 1.032294504612357571e+02 1.038494428893335879e+02 8.720842495181338450e+01 1.090204323143631910e+02 1.067734347361171245e+02 9.618834199400077978e+01
1.086934379691563493e+02 8.979963129666205646e+01 1.080220685181947005e+02 8.332516997016892901e+01 9.296436769598608407e+01 1.052646721492751709e+02 9.656588411336787203e+01 9.973043929693552911e+01 1.262685464822644690e+02 1.013472648391506397e+02 1.059578777418952171e+02 9.748742177161648215e+01
9.480153849095043483e+01 9.183176314225906367e+01 1.034007727793345879e+02 8.328703251537406516e+01 1.114408513471830133e+02 9.383778260896939116e+01 1.101565229962244672e+02 1.069742711171037683e+02 1.263368222547544519e+02 9.073856768258605143e+01 1.025226180169603936e+02 1.138221985524224777e+02
9.840040073397092613e+01 8.735407860018568726e+01 9.892578626816504084e+01 9.969745130512191622e+01 1.147186881911630252e+02 9.085848062116603785e+01 1.128846447239192656e+02 1.092615718052481384e+02 1.215126512984905531e+02 9.148490122741870323e+01 1.007786719100845403e+02 9.925773976694097200e+01
1.054420790993976738e+02 1.163250290852486160e+02 9.633211280491019579e+01 9.768821703283086322e+01 8.524616378515970894e+01 9.201899812944009227e+01 1.149763966015674157e+02 8.120020905224400565e+01 1.238485266849997970e+02 1.018249131197082420e+02 1.031996284852426697e+02 9.149398629832472807e+01
1.086562261957361670e+02 1.240616807628751985e+02 1.133341224814211330e+02 1.041858044554572871e+02 9.128658222939442624e+01 9.847352965316815698e+01 9.158772292832098572e+01 8.990919732757933502e+01 1.083154405886649130e+02 1.093308559674480165e+02 8.538476297480309540e+01 8.650935966962299517e+01
1.054110513501021273e+02 7.899531216030740666e+01 1.105569399816279628e+02 1.025440214181674605e+02 8.712815954832363730e+01 9.841718491166747640e+01 9.042309024129599493e+01 7.485585337734802636e+01 1.020843423501474945e+02 8.864307519670353486e+01 1.060167495397591324e+02 1.137836309402584334e+02
1.053365691060375724e+02 1.129484356348574181e+02 1.074828219042652222e+02 1.034247191518522158e+02 9.276440083161605799e+01 9.699520589810835247e+01 9.361151657025182260e+01 7.529466343335221268e+01 8.878705008728593384e+01 1.045053597942736019e+02 9.686347653707571226e+01 1.049145146689562864e+02
1.068915351286139241e+02 9.339463625849404593e+01 9.643295019580727967e+01 9.864027270755434529e+01 9.884723837591121764e+01 1.030540902227249660e+02 1.108669845723823073e+02 1.113538649866623587e+02 9.765028386117509740e+01 1.024279614024042644e+02 9.319114475291235067e+01 1.150464625927920110e+02
9.793772168499143049e+01 1.156901133689164851e+02 1.036045731606173064e+02 9.862683941852081659e+01 9.537040284344780616e+01 1.062786607363368176e+02 1.093085287335911602e+02 9.152983893153219697e+01 1.001770406137236051e+02 1.004725945949438710e+02 1.105986958064369219e+02 1.062205901514997493e+02
9.232911172337021810e+01 1.188116399171679944e+02 9.108233356971371109e+01 9.934721621223422972e+01 9.436786541257234262e+01 9.198845356773335880e+01 9.158518346364297713e+01 9.885958983815640977e+01 1.013417166805559475e+02 1.024466620390886931e+02 8.626234401957862019e+01 9.173367499875612907e+01
1.301044158890985045e+02 1.148087022522017975e+02 9.178584041395340876e+01 1.076560795495045113e+02 9.302674969162114849e+01 9.535987162821865581e+01 1.129433495109803971e+02 1.104086277041252799e+02 9.869048596844859844e+01 8.621614660186857293e+01 1.039104374808259763e+02 9.202407644661258246e+01
1.013931076782723153e+02 9.060593792557104109e+01 8.504053984717776871e+01 8.640617434290835774e+01 1.064400731322386946e+02 1.120357762562830430e+02 1.119962081733980455e+02 1.130758532283931004e+02 9.774941860555385631e+01 9.719535575015089535e+01 9.893909570518090391e+01 1.163060323452576768e+02
1.082433734345688663e+02 9.417723724467595048e+01 9.853952950611255801e+01 1.058360826977003768e+02 1.090707520069020546e+02 1.021670211121892180e+02 1.036977011350270033e+02 8.651010430393502304e+01 1.024619623252372520e+02 1.083800562512997203e+02 9.888263252536025050e+01 9.782900992250026206e+01
1.163223237239301824e+02 1.071603201972956185e+02 1.143640297649413640e+02 7.980881444971234373e+01 9.041222027062465827e+01 1.046494093555464815e+02 1.002133927180920381e+02 8.858141644481518995e+01 1.120153792182126153e+02 1.108037803535863901e+02 9.115713108884067140e+01 1.079047814242442769e+02
1.196457006715971971e+02 9.569958878886353659e+01 1.133870166970268230e+02 1.119560466699640671e+02 1.068363442012516487e+02 9.768075706973731087e+01 1.033801524346378926e+02 9.667654052122699682e+01 1.118444002129483863e+02 1.074387857267521156e+02 9.762621582291575351e+01 9.461632573599894158e+01
9.017796729478425277e+01 1.149554412590673280e+02 9.474772159851953290e+01 1.088485325210376686e+02 1.046701833890079598e+02 9.893958124174194779e+01 1.031529108129034569e+02 9.904224196188870621e+01 8.908399718508678689e+01 1.028029773442367514e+02 9.513052743113370013e+01 1.043457959520895599e+02
1.109495031881331499e+02 1.087737588380917231e+02 9.642940505728421385e+01 8.859321142892945034e+01 9.383410770597754436e+01 1.150752249801076346e+02 1.039957344727851307e+02 1.033111244459574749e+02 1.036103922502326213e+02 1.049531838033424549e+02 9.170157347809256976e+01 1.071581039037865395e+02
1.105855916871898899e+02 9.042205733541207735e+01 9.707961867007421120e+01 1.081444639126830509e+02 9.866138667565856224e+01 1.037810506031182598e+02 9.417682008192315379e+01 1.092216461469259201e+02 1.117582878676829381e+02 9.432834854385208700e+01 8.671322634120195971e+01 9.113106556394302515e+01
1.046684121399644312e+02 8.689787339252070808e+01 1.018706041176242394e+02 1.116139952506433985e+02 9.425340747487342696e+01 9.635148133189933617e+01 1.019780252696252774e+02 1.083534735915176981e+02 1.115367435579274797e+02 9.804832288226428716e+01 8.263982058179686874e+01 8.883319226270778302e+01
9.043516391874790372e+01 9.724150457889803079e+01 8.396264317498133778e+01 9.900072059394886992e+01 1.018007539822687875e+02 9.600693160629430167e+01 1.080519235849597521e+02 1.098165493826423358e+02 1.027588886664013188e+02 1.054155264108164118e+02 8.038497234604288622e+01 9.096065877435850666e+01
1.194723795423810486e+02 1.055129745390470077e+02 1.007433521013792586e+02 9.025859118106178869e+01 9.041162032543692817e+01 9.978637389560401516e+01 1.046979205966412536e+02 1.093388046582378479e+02 8.944548314766407771e+01 9.081683213145171862e+01 9.237946141283887869e+01 9.219107692786718644e+01
1.133260579903774641e+02 9.657926677375064628e+01 9.820554604165623402e+01 8.997645440652016191e+01 9.131185691266362880e+01 8.701233969608693997e+01 1.044458728921728010e+02 9.783590528524280217e+01 1.010637815582484222e+02 8.804340338590616000e+01 9.432403867829538058e+01 9.337826176614674978e+01
1.180731326117279423e+02 1.210271287818000872e+02 8.077418286036784423e+01 1.112593438702482729e+02 9.902178616664470212e+01 8.285442551954021440e+01 1.080088858311707298e+02 1.006887323216571701e+02 9.939402551476443648e+01 9.198529675299434416e+01 9.161848657287930564e+01 1.018475051831530607e+02
9.524664142666438238e+01 8.866177409067765325e+01 8.135370524865004427e+01 1.056920085631957420e+02 1.122165232730545199e+02 1.112774655270184212e+02 1.040612889803657879e+02 1.096735522464567794e+02 1.078811017387318287e+02 9.386690603543213740e+01 1.097220718088538831e+02 9.804907306422018110e+01
9.333647490615994968e+01 8.856461527675267575e+01 9.382197140316631589e+01 9.444813901217143837e+01 1.154538339134330300e+02 9.114470095684306727e+01 1.034379760624184144e+02 1.078540532700568662e+02 1.096793690128379524e+02 9.105537224235199290e+01 8.808628146611793852e+01 1.023216412100028379e+02
9.794782064780332576e+01 9.519820587311264148e+01 1.004104638592800711e+02 9.979342297199806922e+01 1.118779038255241005e+02 7.715167018878871374e+01 1.050165722153221850e+02 8.452594903962096851e+01 8.586202158013777819e+01 9.550396183912417314e+01 9.733401662458641113e+01 1.043180050885659682e+02
1.085486337061979611e+02 9.435283537092033157e+01 1.188569591424941763e+02 9.513610100070718545e+01 8.284553579784761723e+01 9.827998518204475431e+01 9.214433059335016196e+01 1.147949369174241667e+02 8.706701468735057858e+01 9.801124004423118663e+01 8.560432397992960318e+01 1.076706199903180448e+02
1.005356377303281903e+02 9.788072751507021962e+01 1.114292426526501032e+02 1.028685581957184070e+02 9.579279552847347645e+01 9.094406110877463334e+01 9.693444273520044874e+01 8.894884583815463941e+01 1.120586405252429927e+02 1.323751176034475350e+02 1.120275199364000116e+02 9.441228953826879433e+01
9.887378317886039270e+01 1.025526006076509304e+02 8.539011116912502075e+01 1.087999551507076461e+02 9.908238543763461337e+01 1.039596914647353429e+02 1.006579366186758477e+02 1.127828169012897774e+02 9.820126348729445454e+01 9.992247294861986973e+01 1.000613076858985551e+02 1.101581106937373988e+02
1.051838945147203503e+02 9.731692176065286048e+01 9.835374180774407193e+01 1.150968100783126857e+02 9.804380499492629042e+01 9.832496506506316791e+01 1.021018086843083807e+02 9.263258348243611806e+01 1.066452529012408093e+02 9.843799058777655375e+01 8.550523990689504217e+01 1.000590589987520787e+02
1.007871144805694712e+02 1.038305854692390682e+02 9.750816373933912473e+01 1.048355922115183603e+02 8.826327994374371144e+01 8.215249033313297389e+01 1.146593667475948450e+02 1.042617701574550466e+02 8.476263061391180997e+01 1.103587126521361625e+02 1.007254091564880127e+02 1.102291459560075850e+02
1.045363189220106506e+02 8.431199131176589390e+01 8.423457073831349362e+01 1.003633454719050917e+02 1.030133251898229076e+02 8.346109475108704601e+01 1.099555198302798260e+02 1.015874014952683098e+02 9.906154206012820396e+01 9.457910849928327934e+01 1.130460204151022907e+02 1.110583826874179039e+02
1.115670388386607499e+02 9.150582054452031855e+01 1.065888977395464963e+02 1.123101028042644884e+02 1.030988969660568557e+02 1.086844690667005437e+02 1.020528328718128392e+02 9.519898935050949262e+01 9.320974040422882467e+01 1.044118357471801630e+02 9.128740486885641303e+01 1.034962898906461817e+02
1.145558252717744949e+02 8.638688941343667693e+01 9.116859289042848502e+01 9.620666543622053268e+01 9.551227499569932888e+01 8.537602310634930802e+01 9.978748760283515651e+01 8.538951703181304254e+01 1.060082784385859043e+02 9.789316530691165497e+01 8.863225622501954604e+01 1.034813620334898445e+02
9.682316233407308914e+01 1.106622597805909720e+02 1.204201088175087193e+02 1.077722923568625930e+02 9.385009484258819157e+01 8.589466899356675356e+01 1.253380957030958029e+02 7.405091155106438805e+01 8.843723769391490919e+01 1.073815619605428111e+02 9.931841679753088670e+01 9.457578907330230322e+01
1.171248522462102528e+02 1.202351554450672921e+02 8.633278225997756294e+01 9.341431664110507427e+01 9.012251438136708259e+01 1.001411075685123393e+02 8.210720738429475318e+01 9.123105632627931527e+01 8.969680886766060723e+01 9.167615121012936186e+01 8.259440405083886105e+01 9.093443492293897634e+01
9.646238192266470435e+01 8.343652629833229639e+01 1.123548913337104977e+02 1.041063298189727391e+02 8.972484352323701273e+01 9.783807020983192615e+01 9.259713596669762126e+01 1.115796018248957893e+02 1.146099768198389199e+02 9.779738861535594197e+01 8.656624888696913445e+01 1.011665901149395381e+02
8.702336011240053892e+01 7.872768867533240211e+01 1.045528115274665026e+02 9.648402875310580384e+01 1.175200329674500779e+02 9.667009397208342136e+01 1.071062345669722333e+02 8.345032518563608903e+01 8.571606569141226828e+01 9.722878722809929286e+01 9.235663113282363668e+01 1.117332604940555996e+02
1.123570379609501941e+02 1.257063481593633014e+02 9.987734354234819989e+01 9.743012300688360483e+01 1.012481353253105567e+02 1.028978346914616537e+02 1.007941602762678599e+02 9.855571351275835923e+01 1.054708003824765115e+02 9.820298620522623878e+01 9.225843482893782266e+01 1.116759714811310573e+02
1.122434943167746439e+02 1.291516957017590812e+02 9.755891944990511888e+01 1.132669693947232332e+02 9.533756521339979884e+01 1.019961895966223437e+02 1.012754711879389617e+02 9.827145275148646419e+01 1.074070510266393512e+02 1.017391601304806841e+02 9.335566771166278954e+01 1.031570044455878445e+02
9.671194020022943505e+01 1.093813379699165864e+02 1.020977061497199827e+02 1.095321766030711075e+02 1.041394074468990993e+02 9.517999246873498009e+01 9.874963716247970069e+01 1.017551765178774303e+02 9.470104413287526768e+01 9.155216545131217742e+01 1.207956305798666392e+02 9.336254382868415291e+01
9.469538268805908388e+01 1.049263799148613998e+02 1.023886852863211914e+02 8.312831095975583651e+01 1.091966986438070677e+02 1.147716706552724872e+02 1.288871658192070413e+02 1.020965332141768300e+02 1.051885499704323337e+02 9.501726568917848681e+01 9.401207021305229716e+01 1.146942252062006560e+02
1.016371000643373605e+02 8.753202023579200386e+01 9.216969703248294365e+01 8.301559090338179203e+01 8.314425145603684086e+01 1.088030883686759296e+02 1.113156107288404399e+02 1.021195922312506497e+02 1.073297053145164597e+02 1.013363670887774504e+02 1.072298837513768035e+02 9.676625422427888168e+01
1.198462851913245260e+02 9.509408583883303834e+01 1.072081016019124746e+02 8.846257340557625071e+01 1.030674462208753255e+02 8.213709479987561224e+01 8.754990881988310036e+01 1.028234995704160895e+02 1.156015709143035508e+02 1.083954138700239014e+02 1.067342439189305736e+02 9.063647463284976880e+01
1.050061107501511088e+02 1.036129214834027152e+02 9.665357222205406629e+01 1.123643978069000866e+02 9.603059504759929155e+01 8.239117431831806471e+01 8.808237955450599088e+01 9.994294946404134805e+01 1.121533869898254352e+02 1.079433034807169349e+02 1.090727658826852604e+02 9.730316475518995389e+01
8.933441057987012357e+01 1.048934165597349590e+02 9.319262733782038310e+01 1.182117846728215511e+02 9.339755211450665229e+01 1.006191694956121410e+02 9.867956931943120935e+01 9.604868802840104536e+01 9.812364998867457189e+01 9.402874978653613880e+01 1.094477554326561517e+02 9.062943073733033827e+01
8.959259549275017775e+01 1.251157553319643654e+02 9.534428944260650951e+01 8.294839603607769618e+01 1.036858449350299338e+02 1.063586501036830896e+02 1.008598945250608097e+02 9.350599687893542011e+01 1.031060439758548455e+02 1.002939691274313105e+02 1.106077703879146696e+02 9.900218596102115498e+01
9.216427048848977677e+01 8.309219985676480746e+01 9.298545172199746389e+01 8.490288171302026399e+01 9.428042439231340666e+01 9.789588522482259236e+01 1.025512579343851769e+02 9.724729676944185996e+01 9.849574520409237266e+01 1.004710349669632308e+02 8.632040800376293532e+01 9.721715658030610996e+01
1.091607822016955822e+02 1.155962438233261196e+02 8.208308439715740690e+01 1.167509542671108420e+02 9.393015093239250746e+01 9.574817488864893278e+01 9.490228795078687085e+01 9.477945030705897977e+01 1.011164109779162743e+02 9.578108178833933550e+01 9.813169980108631307e+01 9.820980101171991805e+01
1.034927238629848603e+02 1.019326502010065383e+02 1.127498271216450263e+02 1.116290671065182636e+02 1.194129096068218558e+02 1.120032299091073469e+02 1.275944024866986126e+02 7.891340161030713318e+01 9.781523943347090722e+01 8.994227208088950931e+01 9.586330503832503780e+01 1.113977901006445990e+02
7.942962727597006278e+01 1.081660192560497649e+02 1.112545604783417303e+02 8.994951793210972824e+01 1.163171251182402557e+02 1.121839146039446860e+02 1.035078939096744648e+02 7.886512696679277212e+01 1.086239194924847027e+02 8.367017716935642113e+01 9.124288840674591938e+01 1.108878213263536168e+02
7.877876989649917050e+01 1.052588927892344941e+02 1.086772277711709052e+02 1.026166718597656029e+02 1.031567028990820347e+02 1.239365482667550964e+02 8.461904422843635132e+01 7.927458546717265619e+01 1.011097876631568511e+02 9.544401752139037853e+01 1.070582000101366305e+02 1.025444551775434405e+02
9.109591710043406465e+01 1.011636475966684401e+02 1.114354861634454750e+02 1.003315749743824483e+02 9.898931125765358274e+01 8.139802804936758207e+01 8.174050712450973322e+01 1.146753989840381962e+02 1.155411453700760802e+02 8.347719923812388743e+01 1.011316427766019501e+02 1.109065162152735127e+02
