log.prior	log.likelihood	log.likelihood.test.set
-1.804206682939106759e+04 -1.007894161242429072e+04 -1.215380797446844554e+03
-1.804341534829694501e+04 -1.007679784120332988e+04 -1.204752010537650222e+03
-1.805575245855196044e+04 -1.006700793902710211e+04 -1.207051960985430924e+03
-1.804845392431837172e+04 -1.007145893286842511e+04 -1.206691954706634533e+03
-1.804256820230755329e+04 -1.006882190308658028e+04 -1.206703417264457130e+03
-1.806252858589182506e+04 -1.006103816130142150e+04 -1.204077376442020977e+03
-1.806040654578591784e+04 -1.007896228781999707e+04 -1.210299149605145431e+03
-1.809146047574011754e+04 -1.008228762667832598e+04 -1.225165696915877106e+03
-1.810591869423791286e+04 -1.008080501976706728e+04 -1.204070823520898557e+03
-1.811730443486550939e+04 -1.008607307715374554e+04 -1.221320233895477031e+03
-1.811379657745766235e+04 -1.008486193138580347e+04 -1.227241790774198307e+03
-1.812110298665750452e+04 -1.008673150737758260e+04 -1.213030080770686709e+03
-1.812853931865980849e+04 -1.008437008641142893e+04 -1.207662297438101632e+03
-1.814235522756274077e+04 -1.008681222567636178e+04 -1.211725956687100734e+03
-1.813907975961419652e+04 -1.008657023975051743e+04 -1.201865813737064400e+03
-1.811980637004779055e+04 -1.008447292728134198e+04 -1.201312484883520028e+03
-1.813702778555667828e+04 -1.008245025966988214e+04 -1.210279337226084408e+03
-1.814155038475172842e+04 -1.008049893723729110e+04 -1.199837766508227105e+03
-1.813636494875397693e+04 -1.008959331335715069e+04 -1.217995624123984271e+03
-1.813393718595684913e+04 -1.008249480912914441e+04 -1.209397851262941913e+03
-1.814677182535240718e+04 -1.007710129663433690e+04 -1.220633597545524481e+03
-1.815830796838796232e+04 -1.007585412495539276e+04 -1.210124993605353666e+03
-1.810558137635324965e+04 -1.009024092795313481e+04 -1.209653165028293188e+03
-1.809727804560381628e+04 -1.008912854612181400e+04 -1.202050649170328597e+03
-1.812991436880213223e+04 -1.008499126487616741e+04 -1.211166689194006722e+03
-1.811802106991606706e+04 -1.008936911938004960e+04 -1.222150982454433233e+03
-1.811857234884749414e+04 -1.010053897045738813e+04 -1.207808379078021062e+03
-1.809385728061884220e+04 -1.009856116258054681e+04 -1.201278625249480683e+03
-1.810794113529129027e+04 -1.009909539190698342e+04 -1.201790249114045309e+03
-1.808913635763913771e+04 -1.009898838305275967e+04 -1.211625297534832043e+03
-1.808806872619683418e+04 -1.010376882272432158e+04 -1.218561298235149025e+03
-1.808749770650751816e+04 -1.010945970245182070e+04 -1.211295968703696872e+03
-1.807450806628476494e+04 -1.010843470103303844e+04 -1.207889478039057394e+03
-1.806396503020334785e+04 -1.010695723219072897e+04 -1.205094431949732098e+03
-1.808359708473565479e+04 -1.009996437262912514e+04 -1.208661775763442165e+03
-1.805019712190419887e+04 -1.010497838677858817e+04 -1.202608439779161017e+03
-1.802526168728480843e+04 -1.010991510605500662e+04 -1.204389940840599593e+03
-1.803957199292409496e+04 -1.010442486193421428e+04 -1.208449556577672865e+03
-1.807470143973145969e+04 -1.010206713884557394e+04 -1.208743220517788359e+03
-1.808990712187455574e+04 -1.010203876270341425e+04 -1.202775618990774547e+03
-1.809205316737284375e+04 -1.011211132763320893e+04 -1.207139190044335010e+03
-1.808736175389495111e+04 -1.012303393069712001e+04 -1.202602618433957105e+03
-1.804255790345847709e+04 -1.013392897060461110e+04 -1.200970616821498879e+03
-1.803547803387090971e+04 -1.013606529444026455e+04 -1.222104792431804981e+03
-1.806467260944825102e+04 -1.011383240053866939e+04 -1.210887645940095808e+03
-1.805668841772437372e+04 -1.012116909079848847e+04 -1.213962324030932450e+03
-1.806896654192296046e+04 -1.011175869747560500e+04 -1.202640396099917325e+03
-1.804143659168524391e+04 -1.011805953588262128e+04 -1.212630708690097435e+03
-1.803935936070954631e+04 -1.011302213234548981e+04 -1.201915150529233870e+03
-1.800891666858498138e+04 -1.010850475772627397e+04 -1.201288398820625389e+03
-1.802048508122439307e+04 -1.010164044445952823e+04 -1.202715500922355204e+03
-1.801691334176556848e+04 -1.012722503137767126e+04 -1.215883306267767239e+03
-1.806907486384379081e+04 -1.010688778092512257e+04 -1.198373547545726069e+03
-1.807515497512449656e+04 -1.010730090963759358e+04 -1.197099741814676690e+03
-1.807780894882511348e+04 -1.011023021544449875e+04 -1.198620830227764600e+03
-1.802576249252942944e+04 -1.012078641985951799e+04 -1.205366908160614912e+03
-1.801307159984989630e+04 -1.012876281732346615e+04 -1.213115249565027625e+03
-1.801836645801906707e+04 -1.010980115011406815e+04 -1.205786883725101688e+03
-1.801639552652688144e+04 -1.011144977264510635e+04 -1.195641871796346550e+03
-1.803005477321765648e+04 -1.011221348786449380e+04 -1.195954456686397862e+03
-1.801312687511240438e+04 -1.011759877345266068e+04 -1.199600701783540444e+03
-1.802093539216257705e+04 -1.011528053578090839e+04 -1.196139289803747488e+03
-1.801054763449676102e+04 -1.011686222666100730e+04 -1.201327530147328616e+03
-1.803180084935701234e+04 -1.011573520175005251e+04 -1.194203653119434875e+03
-1.804549607955833926e+04 -1.011559372964360591e+04 -1.194224514105711478e+03
-1.806344137260081698e+04 -1.013195719392745923e+04 -1.196652207264856770e+03
-1.807396720642966102e+04 -1.012089780326734763e+04 -1.196307581589050642e+03
-1.803926062391341475e+04 -1.011431609105285679e+04 -1.204562707370502721e+03
-1.806238034677742689e+04 -1.011816048885909004e+04 -1.219759105855763210e+03
-1.805914689255621124e+04 -1.011615273222001088e+04 -1.207074333049557936e+03
-1.806035641265472077e+04 -1.011741170369789324e+04 -1.204422494072769041e+03
-1.803986761444903095e+04 -1.012375069217121927e+04 -1.208633949903661232e+03
-1.805366773609724987e+04 -1.012341861618435723e+04 -1.195144443451483312e+03
-1.805612723690972780e+04 -1.012393917230115767e+04 -1.205068796040518009e+03
-1.808906502776176058e+04 -1.011378632756272782e+04 -1.210538881733531070e+03
-1.809133185986978424e+04 -1.011492624897534733e+04 -1.199168879105497126e+03
-1.809344231562753703e+04 -1.011615939605217682e+04 -1.211508526992307452e+03
-1.808021192094134312e+04 -1.012520741572761108e+04 -1.211580273270024009e+03
-1.808656713298456452e+04 -1.011119822008907067e+04 -1.209126408747501046e+03
-1.808131501671501974e+04 -1.012263886353839371e+04 -1.210251009122899632e+03
-1.806678519135653187e+04 -1.013187476677610721e+04 -1.201384376397694723e+03
-1.807582074255732368e+04 -1.011852313484578735e+04 -1.205177998867037331e+03
-1.806916232479780592e+04 -1.012264030614227704e+04 -1.212303068339656875e+03
-1.807117318513200371e+04 -1.011363548601537877e+04 -1.204481262572970991e+03
-1.804777499535519019e+04 -1.013173982384224109e+04 -1.206275602726459965e+03
-1.804746566163392708e+04 -1.012304944449340474e+04 -1.199939867916860749e+03
-1.805869937679328359e+04 -1.013312607333333654e+04 -1.207251599710222308e+03
-1.805125751912653868e+04 -1.012137812753333492e+04 -1.203862988845923610e+03
-1.802735050403136484e+04 -1.013126216298684267e+04 -1.208443574841014197e+03
-1.801730658916802349e+04 -1.012987374385661496e+04 -1.208530757972565425e+03
-1.801872083859619306e+04 -1.013450754298656102e+04 -1.207872502454082678e+03
-1.800981464913177479e+04 -1.013844447554993894e+04 -1.215982900208350202e+03
-1.804226106017191705e+04 -1.013279473298540688e+04 -1.209816725413143104e+03
-1.800645859468840354e+04 -1.014019538791876766e+04 -1.220440679051579536e+03
-1.799674764243274694e+04 -1.013339264322093004e+04 -1.210130858195516794e+03
-1.800204786285652153e+04 -1.012943848254168552e+04 -1.214987995647508797e+03
-1.798317239019297267e+04 -1.012665555462427074e+04 -1.217189962068158366e+03
-1.800040302535303636e+04 -1.010415247571050895e+04 -1.211910638131557334e+03
-1.798727882018383389e+04 -1.011094547294500262e+04 -1.208249614723044033e+03
-1.799070381209448169e+04 -1.011909927763497944e+04 -1.203629664402064918e+03
-1.798985066233488396e+04 -1.011274406258701674e+04 -1.209264221474112674e+03
-1.799682872594602668e+04 -1.010827295143030642e+04 -1.207189941658926273e+03
-1.796088972641345390e+04 -1.010974662950397942e+04 -1.212028293975265569e+03
-1.797632573067818521e+04 -1.010370367621031255e+04 -1.206636187473449354e+03
-1.796115376900052070e+04 -1.011504636645956452e+04 -1.212889256447896059e+03
-1.797866157533832302e+04 -1.010951526212528006e+04 -1.208333606898810103e+03
-1.799803744763096620e+04 -1.011591333343991391e+04 -1.208702561677637277e+03
-1.800711564286758585e+04 -1.011718953443565442e+04 -1.215704931258384477e+03
-1.798953170704089644e+04 -1.011024057732576330e+04 -1.208501285137908326e+03
-1.799829004853882725e+04 -1.012793815305152020e+04 -1.212755761344365055e+03
-1.798927236619922405e+04 -1.012910144899029001e+04 -1.210523827735077248e+03
-1.796425494811793760e+04 -1.012473839379584024e+04 -1.209363257178204549e+03
-1.795417754600788976e+04 -1.012332557126273969e+04 -1.221685005879156051e+03
-1.795919346497148217e+04 -1.011933018391067708e+04 -1.211912404393270663e+03
-1.800135081887921115e+04 -1.011052338591466287e+04 -1.204923025008643435e+03
-1.800388379915040787e+04 -1.011943857962362017e+04 -1.209331089203476495e+03
-1.799388091524554693e+04 -1.011908680115449533e+04 -1.210246348267088706e+03
-1.802304711806828345e+04 -1.011526968797781228e+04 -1.210244977643504171e+03
-1.803322223282750201e+04 -1.010710216402466176e+04 -1.206058191069988425e+03
-1.800643447423761972e+04 -1.011559682726248866e+04 -1.208187766228290911e+03
-1.799852852403035649e+04 -1.010780052360216723e+04 -1.204688025708762780e+03
-1.800662159434434216e+04 -1.010552294524863282e+04 -1.208531437654907222e+03
-1.799730523195082787e+04 -1.011418346878505690e+04 -1.214076089205880180e+03
-1.798947516703787187e+04 -1.010855623720595941e+04 -1.213410857793770447e+03
-1.799613656932203958e+04 -1.011509230758898775e+04 -1.205924428438967880e+03
-1.800465739346906776e+04 -1.011256192497317352e+04 -1.202536649324822065e+03
-1.800608241054478276e+04 -1.011369550467798763e+04 -1.212585970829863982e+03
-1.802362427918381945e+04 -1.011352723498574778e+04 -1.211780894819791683e+03
-1.801828724902291651e+04 -1.010429531225983374e+04 -1.210645354003821922e+03
-1.803635188453258161e+04 -1.010113468608467156e+04 -1.216521799824284699e+03
-1.805308529322955656e+04 -1.010349737611245655e+04 -1.206276530465937412e+03
-1.808458330109210146e+04 -1.010230867105446669e+04 -1.203211303416258943e+03
-1.807239675345502837e+04 -1.010853380599904813e+04 -1.197645982422056477e+03
-1.806757835870755662e+04 -1.010123748369956047e+04 -1.199046011831229407e+03
-1.805898768319790906e+04 -1.009848823039282433e+04 -1.205555877248137222e+03
-1.803040363968483143e+04 -1.009738267649702902e+04 -1.214541481348910565e+03
-1.803426685718299996e+04 -1.009710039967472949e+04 -1.213410014983460314e+03
-1.802084085803152266e+04 -1.009333498050172784e+04 -1.203103576701228121e+03
-1.804397908993906458e+04 -1.009237691291278679e+04 -1.206831444631322938e+03
-1.800801851480872210e+04 -1.010852094346434569e+04 -1.205111443021658943e+03
-1.800601247369476550e+04 -1.009150617613528993e+04 -1.206439519878891133e+03
-1.801695065487076135e+04 -1.010234006281606162e+04 -1.209614289697273762e+03
-1.802963218911636068e+04 -1.009270527994511940e+04 -1.209591948547746597e+03
-1.803516180361254374e+04 -1.009345274894066642e+04 -1.210875797190389676e+03
-1.801381663015673621e+04 -1.010472531908712881e+04 -1.207752827329996762e+03
-1.803263176129731437e+04 -1.010074276589827969e+04 -1.220669990796207458e+03
-1.802952975590313508e+04 -1.009844184206251884e+04 -1.205776789521608862e+03
-1.804646215968786055e+04 -1.010133390275259444e+04 -1.204518539350664014e+03
-1.803006367433032574e+04 -1.009467771806455494e+04 -1.205052013314576925e+03
-1.800633297448056328e+04 -1.010442127325657930e+04 -1.207067720324420861e+03
-1.797160231906855552e+04 -1.010561864383145985e+04 -1.204516817139725845e+03
-1.794830483475662186e+04 -1.010434121833648533e+04 -1.214695582325776741e+03
-1.796250450962437390e+04 -1.009978436749580214e+04 -1.213864649739156903e+03
-1.793874525447424094e+04 -1.011347214026721485e+04 -1.212536807756267535e+03
-1.791866433509676790e+04 -1.010918259530863361e+04 -1.203422743401864409e+03
-1.792953325142759059e+04 -1.009591926276292179e+04 -1.203889145523535717e+03
-1.792264297175859610e+04 -1.009920164892845060e+04 -1.215539274857086639e+03
-1.791941469889357541e+04 -1.010170044372648044e+04 -1.216220157306038345e+03
-1.791048426006169393e+04 -1.011140421517441973e+04 -1.219099152682565546e+03
-1.790897364133532392e+04 -1.010567907640686099e+04 -1.217203662856619303e+03
-1.791239183204133587e+04 -1.010513653633150716e+04 -1.210666245324380270e+03
-1.792125566621242615e+04 -1.010942246019761660e+04 -1.211106282506730622e+03
-1.795241184798011454e+04 -1.010648846209698968e+04 -1.209501092656180390e+03
-1.796177155329261950e+04 -1.010228318300589854e+04 -1.214536961977995816e+03
-1.794482011834558944e+04 -1.011014604098126438e+04 -1.215472314676878796e+03
-1.794068896678083183e+04 -1.011341795255055695e+04 -1.207105113950070518e+03
-1.792511621267757437e+04 -1.011233494235916260e+04 -1.210384287868364481e+03
-1.793562702117790468e+04 -1.010743584593496962e+04 -1.208689523914453275e+03
-1.795568441165413969e+04 -1.009935320193656298e+04 -1.209349043119394082e+03
-1.796234674011853713e+04 -1.010110060038647134e+04 -1.212005197162978675e+03
-1.798436623293942466e+04 -1.010565657706949423e+04 -1.208902652963890432e+03
-1.795888476312652347e+04 -1.010743503647786201e+04 -1.209774076276545657e+03
-1.797545644620563689e+04 -1.010437471707359146e+04 -1.206891856203192219e+03
-1.796973463294840985e+04 -1.011578471150814948e+04 -1.206011102465871772e+03
-1.795685614843181611e+04 -1.010671459243878417e+04 -1.213749180901474119e+03
-1.795398850760083951e+04 -1.011212238023951431e+04 -1.207407362604815262e+03
-1.797833585249196767e+04 -1.011026212419868898e+04 -1.217720375247285119e+03
-1.799762963284710713e+04 -1.010355888719484392e+04 -1.205770077434245650e+03
-1.801709285276206720e+04 -1.010040236521883162e+04 -1.218933243626371677e+03
-1.802903061382359738e+04 -1.009483057984566403e+04 -1.211236996767656819e+03
-1.804895411765196695e+04 -1.009589203513462598e+04 -1.208967930263074322e+03
-1.804626945567492294e+04 -1.009992033594850727e+04 -1.213458161050193667e+03
-1.805832005363188728e+04 -1.009598539652327054e+04 -1.205539989956445879e+03
-1.807984146957372650e+04 -1.009799665280233603e+04 -1.212973612464340931e+03
-1.808294709943947964e+04 -1.009107917455171992e+04 -1.211403365302848670e+03
-1.808984991697012447e+04 -1.009068888279325438e+04 -1.219453942678273052e+03
-1.809134847522531345e+04 -1.009047093796448826e+04 -1.207050897249624541e+03
-1.807958530446021541e+04 -1.010209271794055167e+04 -1.201255813027529257e+03
-1.808648417839439935e+04 -1.009659947752482185e+04 -1.202059749227071279e+03
-1.809539100957081610e+04 -1.011222791605987732e+04 -1.196718156693909350e+03
-1.807717738054653819e+04 -1.011888446748695787e+04 -1.207331913758345308e+03
-1.812123725946187915e+04 -1.010336105729664450e+04 -1.205068185983104286e+03
-1.811941882794335106e+04 -1.010589936331324134e+04 -1.207037959498997225e+03
-1.812510388057222008e+04 -1.010587037373377643e+04 -1.201548866901724523e+03
-1.814106272913199427e+04 -1.009985658608997437e+04 -1.211737841434896382e+03
-1.814347735393571566e+04 -1.010627518354798485e+04 -1.211870556645398210e+03
-1.813897183399098867e+04 -1.010473093363297085e+04 -1.212790305571813406e+03
-1.812123752314682133e+04 -1.010889509441735026e+04 -1.204820927314412984e+03
-1.811904276338316777e+04 -1.011516535402687259e+04 -1.207051224311687747e+03
-1.810593905916962467e+04 -1.009268539807227353e+04 -1.209385357311008192e+03
-1.809688503938134454e+04 -1.009623190619539128e+04 -1.210764342669527650e+03
-1.810560328569230478e+04 -1.009619143341978997e+04 -1.207673775653549001e+03
-1.811842461364003611e+04 -1.009598058580764155e+04 -1.202975362856870106e+03
-1.813443915701665537e+04 -1.009021248620819460e+04 -1.200201975564132681e+03
-1.811162531349591154e+04 -1.010412288245365744e+04 -1.206586523760165164e+03
-1.811867014088643191e+04 -1.009289251363906806e+04 -1.210095426673905877e+03
-1.812612999758003571e+04 -1.008605393625186844e+04 -1.209837125106917028e+03
-1.810192906161163046e+04 -1.009186950812929172e+04 -1.215699152930330456e+03
-1.811247847578209621e+04 -1.009618920565966982e+04 -1.207915887423725053e+03
-1.810076868871145052e+04 -1.010508524275632408e+04 -1.208987011953470301e+03
-1.812242847344272013e+04 -1.010201057882384703e+04 -1.203775748208577170e+03
-1.810245331829636052e+04 -1.010455334103612404e+04 -1.198497137574088811e+03
-1.809328364495303686e+04 -1.010717698841926540e+04 -1.201787770802000523e+03
-1.808947190339846202e+04 -1.010987147005238148e+04 -1.204543672009998772e+03
-1.809792565968472263e+04 -1.010833287513143114e+04 -1.199707455224809564e+03
-1.808171269996601040e+04 -1.012270995660364861e+04 -1.205885575888706171e+03
-1.807120583502022782e+04 -1.012402886478735672e+04 -1.212766539430690045e+03
-1.804021957640159962e+04 -1.012611301127359366e+04 -1.208060809234602402e+03
-1.805167782303690547e+04 -1.011658828162796999e+04 -1.206366582322488739e+03
-1.804911008768463216e+04 -1.010925962793411964e+04 -1.212018374125440914e+03
-1.806643500414452865e+04 -1.011977321196056437e+04 -1.211271065470667963e+03
-1.805609271012575846e+04 -1.010892496745299650e+04 -1.204501291873285936e+03
-1.806442986876693249e+04 -1.011706150999817328e+04 -1.211438136805751128e+03
-1.805452655730029073e+04 -1.011174147390007420e+04 -1.216716674764318213e+03
-1.804555139767775472e+04 -1.010458860457498304e+04 -1.215281554863797282e+03
-1.802114128125880598e+04 -1.011326623141122218e+04 -1.219352456664033980e+03
-1.803164041739292588e+04 -1.011888162521048253e+04 -1.209912178520231464e+03
-1.802050830015048996e+04 -1.011873693847790855e+04 -1.211777988549310976e+03
-1.803912803068540597e+04 -1.011460224409108196e+04 -1.213729062533046090e+03
-1.804752099851051389e+04 -1.011231807884921000e+04 -1.214600094548072320e+03
-1.803936235242826660e+04 -1.011219566416160342e+04 -1.210448145453628058e+03
-1.804542478865791054e+04 -1.011203489177395750e+04 -1.214714731293613113e+03
-1.804578507435559004e+04 -1.011014440887534329e+04 -1.213666284108253421e+03
-1.807130187664111509e+04 -1.010788423084577516e+04 -1.215118516684392489e+03
-1.803437525507796090e+04 -1.011653726020962131e+04 -1.217190682040767115e+03
-1.804474598143363983e+04 -1.011035376713639744e+04 -1.216054491254206368e+03
-1.806797132806939771e+04 -1.010313263256374194e+04 -1.219767815875865836e+03
-1.808277396769832922e+04 -1.009293561141039027e+04 -1.213920547798051757e+03
-1.806507299365832296e+04 -1.009259971599569326e+04 -1.210800201683353407e+03
-1.807630125227535973e+04 -1.009878438872038168e+04 -1.198158135821005089e+03
-1.807855853810896588e+04 -1.011538875148009720e+04 -1.201551306008607298e+03
-1.806826435258628408e+04 -1.011227400924823814e+04 -1.194813365841365794e+03
-1.810320952193838457e+04 -1.010671165190267129e+04 -1.199144533372480964e+03
-1.808627604027220877e+04 -1.011007230290970074e+04 -1.200156629850262107e+03
-1.809902245471569040e+04 -1.009774938662054592e+04 -1.203877084275373818e+03
-1.809657549527755691e+04 -1.010112095142337785e+04 -1.199102161098137913e+03
-1.806992923882632749e+04 -1.010336706500816581e+04 -1.192986461983904064e+03
-1.806529931092551851e+04 -1.010657858024783309e+04 -1.199783513883659452e+03
-1.802279204797421335e+04 -1.011275023593698643e+04 -1.203291388422140699e+03
-1.801581537328591367e+04 -1.010500260791529581e+04 -1.208562934113544088e+03
-1.801255075648825004e+04 -1.010276070723196062e+04 -1.199037053930169805e+03
-1.801210196555269067e+04 -1.010256070748743514e+04 -1.197112322599037270e+03
-1.803263962526836622e+04 -1.009567976652228026e+04 -1.214662612716233525e+03
-1.799429644961501253e+04 -1.012135019712376743e+04 -1.211306600169047670e+03
-1.799857402129606271e+04 -1.011216317858859111e+04 -1.202113867694440614e+03
-1.802215497979621432e+04 -1.010236518152713688e+04 -1.197528075085625915e+03
-1.803225038504401891e+04 -1.010425538342445543e+04 -1.199936481040271701e+03
-1.806407981322079650e+04 -1.009281921970317853e+04 -1.197946766936038330e+03
-1.808805159598244791e+04 -1.010112008968222108e+04 -1.201043779481529782e+03
-1.809304616942042776e+04 -1.009905869002152031e+04 -1.193408048788209271e+03
-1.808642534126818282e+04 -1.010914480006183840e+04 -1.202081308781899679e+03
-1.809007814735482680e+04 -1.010668758830956904e+04 -1.197635865602470403e+03
-1.808945788822231771e+04 -1.011991127778164082e+04 -1.207185884387282840e+03
-1.807020412896997368e+04 -1.011079880276062613e+04 -1.203666586946085317e+03
-1.806433683245622888e+04 -1.011155288895855119e+04 -1.201368989784151836e+03
-1.808254620620655623e+04 -1.010927395059681294e+04 -1.204131477974929567e+03
-1.806948785947622673e+04 -1.011638602416423601e+04 -1.208576787481446900e+03
-1.804103835778878420e+04 -1.010328932831490965e+04 -1.205408091654143391e+03
-1.807544024346774677e+04 -1.009700103164262509e+04 -1.199021012953102399e+03
-1.807052419567042671e+04 -1.010283922307668945e+04 -1.198916643064879281e+03
-1.805716670846121633e+04 -1.009545550743583590e+04 -1.202254493410067880e+03
-1.807593434103050458e+04 -1.009552053205509583e+04 -1.205906289395250951e+03
-1.803801847354120036e+04 -1.009711982886693295e+04 -1.209914151066638169e+03
-1.805002582445283406e+04 -1.010226251872218745e+04 -1.208044345393362619e+03
-1.805992065911792815e+04 -1.010099624372505968e+04 -1.203536535390041990e+03
-1.804124474772215035e+04 -1.010334107666506134e+04 -1.214595580447670272e+03
-1.803171528206360745e+04 -1.009893405233180420e+04 -1.213653704946702874e+03
-1.804333431646777171e+04 -1.010239221729480232e+04 -1.210182040244163090e+03
-1.801350569771769733e+04 -1.010008955621983114e+04 -1.210002996534075919e+03
-1.801717547085502156e+04 -1.009849210103557016e+04 -1.203145858982212303e+03
-1.802546661866705472e+04 -1.009021283028125981e+04 -1.208452347735103103e+03
-1.798346541115989749e+04 -1.010365376600649688e+04 -1.214296665557445522e+03
-1.798968106520585206e+04 -1.010729105053285821e+04 -1.206469414297666845e+03
-1.798333168403350282e+04 -1.010434726878890615e+04 -1.208481608176995906e+03
-1.796616482375464693e+04 -1.011411255676072324e+04 -1.211565609555565970e+03
-1.793634472029822791e+04 -1.010516363021344478e+04 -1.205783571478547401e+03
-1.794324353142410473e+04 -1.010384788513892454e+04 -1.212747861396500412e+03
-1.793771708676070921e+04 -1.009767878251491675e+04 -1.207743901517299491e+03
-1.794438864959562852e+04 -1.010395132242890031e+04 -1.209168439938536721e+03
-1.792581928950168367e+04 -1.011011529263060584e+04 -1.209073001220991955e+03
-1.794911890074083931e+04 -1.010221947733383058e+04 -1.214431976759197823e+03
-1.793274499948340599e+04 -1.010713849075588041e+04 -1.199947193659518234e+03
-1.792977126982642221e+04 -1.010563977389648971e+04 -1.205739276453165985e+03
-1.794356542320355948e+04 -1.010813123633944815e+04 -1.205770848844383636e+03
-1.797556918398548078e+04 -1.010217483046209782e+04 -1.205209971133039289e+03
-1.796886508374197365e+04 -1.009125873280534142e+04 -1.201195315524833859e+03
-1.793456865449844554e+04 -1.010729926234748928e+04 -1.200737833090617642e+03
-1.792250318411917033e+04 -1.010774605539231197e+04 -1.198771630709577948e+03
-1.788607359454612379e+04 -1.011263682005905139e+04 -1.202364883601378097e+03
-1.789788993671982826e+04 -1.010032124900928829e+04 -1.208496210878730381e+03
-1.788705035749396484e+04 -1.010960095451590314e+04 -1.210434103609451995e+03
-1.785675451072693977e+04 -1.011463596230699659e+04 -1.210689002520561644e+03
-1.786207638525596849e+04 -1.011878463045562967e+04 -1.212841286688343189e+03
-1.788894023888195079e+04 -1.011255385664797541e+04 -1.214400706009205351e+03
-1.789777888443917254e+04 -1.011649691908892055e+04 -1.210491879182779485e+03
-1.790112644367950270e+04 -1.010314548193090923e+04 -1.215265752081730170e+03
-1.788957371357302691e+04 -1.009278917904275477e+04 -1.207052956799046569e+03
-1.788273036959799720e+04 -1.010556390311954237e+04 -1.207538284639515950e+03
-1.786663906889280406e+04 -1.010618870380387125e+04 -1.216794995340365404e+03
-1.782973491479851145e+04 -1.009699213036704168e+04 -1.209452048824158737e+03
-1.784714423552028893e+04 -1.009749286065982051e+04 -1.206443686911746681e+03
-1.785642968648527312e+04 -1.009878457062540838e+04 -1.209325348823171225e+03
-1.782368451525620185e+04 -1.010705925336940345e+04 -1.211622899073589451e+03
-1.782886426267494608e+04 -1.010152174594174176e+04 -1.217065871780119323e+03
-1.781064664664470911e+04 -1.010956291976203465e+04 -1.216460717179322273e+03
-1.783609960270954616e+04 -1.010498136278644597e+04 -1.210115522134708044e+03
-1.783683344153420330e+04 -1.010665394319750703e+04 -1.211471128334132118e+03
-1.781506834371572768e+04 -1.010936245079009859e+04 -1.203508540330557480e+03
-1.783140461077192231e+04 -1.010429790096042598e+04 -1.209000159912672189e+03
-1.785186557131872905e+04 -1.010336711030612969e+04 -1.203998290682406150e+03
-1.789303592496625424e+04 -1.010196071233268412e+04 -1.206280060463231621e+03
-1.792010366903934846e+04 -1.010652203599242966e+04 -1.203866404831162981e+03
-1.793069159480755116e+04 -1.009256145563046448e+04 -1.202639009695505138e+03
-1.794558285305829850e+04 -1.008206221663046017e+04 -1.202257483979600693e+03
-1.792936542051820652e+04 -1.009298106707242550e+04 -1.202820158535076189e+03
-1.788907009513558660e+04 -1.011530140331551047e+04 -1.200830428722960733e+03
-1.787482874693058329e+04 -1.010814917033715938e+04 -1.204776794002881616e+03
-1.788361874387795979e+04 -1.010386172106111189e+04 -1.203638186388801842e+03
-1.790188625228991077e+04 -1.009844694473405252e+04 -1.208667145774228175e+03
-1.789318759304904233e+04 -1.010728889959948901e+04 -1.204240838649491707e+03
-1.786616300379528184e+04 -1.010452987586214476e+04 -1.210086365989285696e+03
-1.789024914103287665e+04 -1.010749169866016746e+04 -1.201262768869477895e+03
-1.789691343233085718e+04 -1.010266940670607073e+04 -1.199814530594577263e+03
-1.789302646601479137e+04 -1.010918961203783510e+04 -1.203365540511936615e+03
-1.785969513601043218e+04 -1.009889798750317641e+04 -1.201061637214220809e+03
-1.784807671885924356e+04 -1.011084982110413330e+04 -1.201793695394277620e+03
-1.786620037325222802e+04 -1.010250559154659641e+04 -1.204724981822074369e+03
-1.784655183660744297e+04 -1.009789271484702113e+04 -1.204889297021898983e+03
-1.786980649547081703e+04 -1.010768842642389245e+04 -1.204013463915507600e+03
-1.787898069001995827e+04 -1.009640755325132159e+04 -1.201970263031354534e+03
-1.785440141977503663e+04 -1.009374253507913090e+04 -1.198798623553558173e+03
-1.784954519713138870e+04 -1.009697119932192800e+04 -1.201281365471490517e+03
-1.783875042050618504e+04 -1.010367838123642287e+04 -1.200654876010633870e+03
-1.782720741388836905e+04 -1.011190771420691453e+04 -1.205635671359326352e+03
-1.783927796004453194e+04 -1.011145703374776167e+04 -1.206420525270181315e+03
-1.787690605537705414e+04 -1.010100191949102737e+04 -1.202534311604239974e+03
-1.787744269591221018e+04 -1.010552860034528749e+04 -1.199435283306709607e+03
-1.785986052128989104e+04 -1.010582590107011492e+04 -1.203296332823305420e+03
-1.783787785573822111e+04 -1.011441218586467949e+04 -1.204694427664324849e+03
-1.783157232461319290e+04 -1.011139376896233443e+04 -1.207443704213794717e+03
-1.781861269502081632e+04 -1.009833740704767115e+04 -1.206506235788808681e+03
-1.778584367608103639e+04 -1.010067986991770522e+04 -1.207353305114982504e+03
-1.777047633956905702e+04 -1.010110115962782766e+04 -1.211823407155698078e+03
-1.777531233564637660e+04 -1.010206991355145874e+04 -1.200156747062042541e+03
-1.775845002044751163e+04 -1.010278628286659659e+04 -1.212111825213748943e+03
-1.776865867388416882e+04 -1.010339154379978027e+04 -1.215766474744723382e+03
-1.777400287394928091e+04 -1.010095246483319352e+04 -1.211998672444285148e+03
-1.775936830603693670e+04 -1.010984848438123845e+04 -1.201412242101279844e+03
